# Starting date:             2014-12-15 13:50:48
# Cluster job name:          rank.tr.ro.15_04_of_10
# Cluster job ID:            181156
# Cluster node:              hnode08
# Cluster queue:             mpi.q
# Complementation algorithm: rank -tr -ro
# Data:                      15.04_of_10.tar.gz
# Memory limit (Java heap):  1G
# Timeout (CPU time):        600s
states	t_out	m_out	real_t	tcpu_t	ucpu_t	scpu_t	dt	da	file
NA	Y	N	597.509	601.561	600.578	0.983	1.6	0.4	s15_t1.6_a0.4_001.gff
11775	N	N	9.635	15.629	15.241	0.388	1.6	0.4	s15_t1.6_a0.4_002.gff
1878	N	N	6.445	7.761	7.484	0.277	1.6	0.4	s15_t1.6_a0.4_003.gff
NA	Y	N	556.218	601.913	600.630	1.283	1.6	0.4	s15_t1.6_a0.4_004.gff
NA	Y	N	573.775	601.885	598.757	3.128	1.6	0.4	s15_t1.6_a0.4_005.gff
NA	Y	N	303.065	602.511	601.129	1.382	1.6	0.4	s15_t1.6_a0.4_006.gff
NA	Y	N	351.662	601.988	600.704	1.284	1.6	0.4	s15_t1.6_a0.4_007.gff
NA	Y	N	384.229	602.283	600.776	1.507	1.6	0.4	s15_t1.6_a0.4_008.gff
3824	N	N	9.444	15.557	15.217	0.340	1.6	0.4	s15_t1.6_a0.4_009.gff
NA	Y	N	534.611	601.928	600.258	1.670	1.6	0.4	s15_t1.6_a0.4_010.gff
NA	Y	N	553.460	601.819	600.571	1.248	1.6	0.4	s15_t1.6_a0.4_011.gff
NA	Y	N	335.520	602.250	600.927	1.323	1.6	0.4	s15_t1.6_a0.4_012.gff
47853	N	N	112.962	149.995	149.021	0.974	1.6	0.4	s15_t1.6_a0.4_013.gff
NA	Y	N	313.529	601.951	600.419	1.532	1.6	0.4	s15_t1.6_a0.4_014.gff
NA	N	Y	180.290	291.758	289.463	2.295	1.6	0.4	s15_t1.6_a0.4_015.gff
NA	Y	N	334.110	601.545	600.327	1.218	1.6	0.4	s15_t1.6_a0.4_016.gff
NA	Y	N	578.586	601.667	600.463	1.204	1.6	0.4	s15_t1.6_a0.4_017.gff
NA	Y	N	555.676	601.723	600.505	1.218	1.6	0.4	s15_t1.6_a0.4_018.gff
NA	N	Y	159.814	224.180	222.105	2.075	1.6	0.4	s15_t1.6_a0.4_019.gff
NA	Y	N	479.438	601.347	600.158	1.189	1.6	0.4	s15_t1.6_a0.4_020.gff
NA	Y	N	350.761	601.611	600.303	1.308	1.6	0.4	s15_t1.6_a0.4_021.gff
30839	N	N	34.358	44.015	43.435	0.580	1.6	0.4	s15_t1.6_a0.4_022.gff
