# Starting date:             2015-05-15 17:47:41
# Cluster job name:          fribourg.m1.goal
# Cluster job ID:            7348681
# Cluster node:              hnode40
# Cluster queue:             mpi.q
# Algorithm:                 fribourg -m1
# Input data:                goal.tar.gz
# Memory limit (Java heap):  1G
# Timeout (CPU time):        600s
states,t_out,m_out,real_t,cpu_t,dt,da,file
838,N,N,2.011,3.686,1.0,0.1,s15_t1.0_a0.1_001.gff
469,N,N,1.970,3.326,1.0,0.1,s15_t1.0_a0.1_002.gff
32,N,N,1.350,2.322,1.0,0.1,s15_t1.0_a0.1_003.gff
1072,N,N,2.287,4.001,1.0,0.1,s15_t1.0_a0.1_004.gff
1887,N,N,2.992,5.672,1.0,0.1,s15_t1.0_a0.1_005.gff
74,N,N,1.984,2.430,1.0,0.1,s15_t1.0_a0.1_006.gff
504,N,N,1.739,3.251,1.0,0.1,s15_t1.0_a0.1_007.gff
100,N,N,1.445,2.517,1.0,0.1,s15_t1.0_a0.1_008.gff
353,N,N,2.380,3.074,1.0,0.1,s15_t1.0_a0.1_009.gff
225,N,N,1.505,2.783,1.0,0.1,s15_t1.0_a0.1_010.gff
59,N,N,1.298,2.406,1.0,0.1,s15_t1.0_a0.1_011.gff
131,N,N,1.535,2.637,1.0,0.1,s15_t1.0_a0.1_012.gff
20,N,N,1.233,2.266,1.0,0.1,s15_t1.0_a0.1_013.gff
356,N,N,1.811,3.102,1.0,0.1,s15_t1.0_a0.1_014.gff
105,N,N,1.383,2.518,1.0,0.1,s15_t1.0_a0.1_015.gff
2775,N,N,3.990,6.663,1.0,0.1,s15_t1.0_a0.1_016.gff
213,N,N,1.637,2.736,1.0,0.1,s15_t1.0_a0.1_017.gff
32,N,N,1.514,2.250,1.0,0.1,s15_t1.0_a0.1_018.gff
35,N,N,1.284,2.251,1.0,0.1,s15_t1.0_a0.1_019.gff
280,N,N,1.707,2.984,1.0,0.1,s15_t1.0_a0.1_020.gff
1435,N,N,2.491,5.133,1.0,0.1,s15_t1.0_a0.1_021.gff
122,N,N,1.777,2.587,1.0,0.1,s15_t1.0_a0.1_022.gff
35,N,N,1.223,2.268,1.0,0.1,s15_t1.0_a0.1_023.gff
305,N,N,1.669,2.963,1.0,0.1,s15_t1.0_a0.1_024.gff
55,N,N,1.496,2.384,1.0,0.1,s15_t1.0_a0.1_025.gff
34,N,N,1.368,2.362,1.0,0.1,s15_t1.0_a0.1_026.gff
148,N,N,1.440,2.626,1.0,0.1,s15_t1.0_a0.1_027.gff
204,N,N,1.467,2.709,1.0,0.1,s15_t1.0_a0.1_028.gff
688,N,N,2.014,3.564,1.0,0.1,s15_t1.0_a0.1_029.gff
3879,N,N,4.968,9.129,1.0,0.1,s15_t1.0_a0.1_030.gff
261,N,N,1.571,2.920,1.0,0.1,s15_t1.0_a0.1_031.gff
70,N,N,1.396,2.421,1.0,0.1,s15_t1.0_a0.1_032.gff
244,N,N,1.700,2.852,1.0,0.1,s15_t1.0_a0.1_033.gff
772,N,N,2.137,3.599,1.0,0.1,s15_t1.0_a0.1_034.gff
1339,N,N,2.598,5.009,1.0,0.1,s15_t1.0_a0.1_035.gff
2308,N,N,3.922,6.329,1.0,0.1,s15_t1.0_a0.1_036.gff
65,N,N,1.468,2.415,1.0,0.1,s15_t1.0_a0.1_037.gff
668,N,N,2.054,3.667,1.0,0.1,s15_t1.0_a0.1_038.gff
30,N,N,1.376,2.328,1.0,0.1,s15_t1.0_a0.1_039.gff
60,N,N,1.395,2.426,1.0,0.1,s15_t1.0_a0.1_040.gff
65,N,N,1.451,2.399,1.0,0.1,s15_t1.0_a0.1_041.gff
89,N,N,1.621,2.448,1.0,0.1,s15_t1.0_a0.1_042.gff
190,N,N,2.503,2.801,1.0,0.1,s15_t1.0_a0.1_043.gff
2541,N,N,3.624,6.055,1.0,0.1,s15_t1.0_a0.1_044.gff
1366,N,N,2.535,5.033,1.0,0.1,s15_t1.0_a0.1_045.gff
682,N,N,1.968,3.586,1.0,0.1,s15_t1.0_a0.1_046.gff
266,N,N,2.322,2.966,1.0,0.1,s15_t1.0_a0.1_047.gff
83,N,N,1.348,2.472,1.0,0.1,s15_t1.0_a0.1_048.gff
465,N,N,2.362,3.105,1.0,0.1,s15_t1.0_a0.1_049.gff
266,N,N,1.801,2.813,1.0,0.1,s15_t1.0_a0.1_050.gff
16,N,N,1.227,2.276,1.0,0.1,s15_t1.0_a0.1_051.gff
73,N,N,1.529,2.442,1.0,0.1,s15_t1.0_a0.1_052.gff
196,N,N,1.508,2.811,1.0,0.1,s15_t1.0_a0.1_053.gff
26,N,N,1.376,2.303,1.0,0.1,s15_t1.0_a0.1_054.gff
225,N,N,1.621,2.808,1.0,0.1,s15_t1.0_a0.1_055.gff
348,N,N,1.765,2.990,1.0,0.1,s15_t1.0_a0.1_056.gff
526,N,N,1.764,3.346,1.0,0.1,s15_t1.0_a0.1_057.gff
3545,N,N,4.540,7.435,1.0,0.1,s15_t1.0_a0.1_058.gff
137,N,N,1.536,2.570,1.0,0.1,s15_t1.0_a0.1_059.gff
89,N,N,1.446,2.460,1.0,0.1,s15_t1.0_a0.1_060.gff
118,N,N,1.502,2.563,1.0,0.1,s15_t1.0_a0.1_061.gff
2352,N,N,3.817,6.195,1.0,0.1,s15_t1.0_a0.1_062.gff
223,N,N,1.752,2.813,1.0,0.1,s15_t1.0_a0.1_063.gff
445,N,N,1.806,3.083,1.0,0.1,s15_t1.0_a0.1_064.gff
1233,N,N,2.586,4.887,1.0,0.1,s15_t1.0_a0.1_065.gff
4,N,N,1.308,2.227,1.0,0.1,s15_t1.0_a0.1_066.gff
329,N,N,1.728,2.983,1.0,0.1,s15_t1.0_a0.1_067.gff
85,N,N,1.366,2.438,1.0,0.1,s15_t1.0_a0.1_068.gff
686,N,N,1.950,3.657,1.0,0.1,s15_t1.0_a0.1_069.gff
47,N,N,1.430,2.366,1.0,0.1,s15_t1.0_a0.1_070.gff
28,N,N,1.347,2.277,1.0,0.1,s15_t1.0_a0.1_071.gff
66,N,N,1.753,2.412,1.0,0.1,s15_t1.0_a0.1_072.gff
1969,N,N,3.256,5.894,1.0,0.1,s15_t1.0_a0.1_073.gff
144,N,N,1.444,2.564,1.0,0.1,s15_t1.0_a0.1_074.gff
82,N,N,1.954,2.460,1.0,0.1,s15_t1.0_a0.1_075.gff
4045,N,N,5.167,8.628,1.0,0.1,s15_t1.0_a0.1_076.gff
183,N,N,1.636,2.745,1.0,0.1,s15_t1.0_a0.1_077.gff
1885,N,N,3.061,5.612,1.0,0.1,s15_t1.0_a0.1_078.gff
44,N,N,1.377,2.370,1.0,0.1,s15_t1.0_a0.1_079.gff
495,N,N,1.814,3.309,1.0,0.1,s15_t1.0_a0.1_080.gff
247,N,N,1.523,2.819,1.0,0.1,s15_t1.0_a0.1_081.gff
1218,N,N,2.438,4.776,1.0,0.1,s15_t1.0_a0.1_082.gff
245,N,N,1.744,2.863,1.0,0.1,s15_t1.0_a0.1_083.gff
232,N,N,1.774,2.851,1.0,0.1,s15_t1.0_a0.1_084.gff
2589,N,N,4.691,6.893,1.0,0.1,s15_t1.0_a0.1_085.gff
58,N,N,1.459,2.339,1.0,0.1,s15_t1.0_a0.1_086.gff
57,N,N,1.530,2.334,1.0,0.1,s15_t1.0_a0.1_087.gff
192,N,N,1.526,2.689,1.0,0.1,s15_t1.0_a0.1_088.gff
1373,N,N,2.721,5.002,1.0,0.1,s15_t1.0_a0.1_089.gff
131,N,N,1.385,2.560,1.0,0.1,s15_t1.0_a0.1_090.gff
1242,N,N,2.797,4.853,1.0,0.1,s15_t1.0_a0.1_091.gff
261,N,N,1.653,2.899,1.0,0.1,s15_t1.0_a0.1_092.gff
521,N,N,1.813,3.366,1.0,0.1,s15_t1.0_a0.1_093.gff
3229,N,N,4.376,7.509,1.0,0.1,s15_t1.0_a0.1_094.gff
725,N,N,2.036,3.646,1.0,0.1,s15_t1.0_a0.1_095.gff
78,N,N,1.508,2.462,1.0,0.1,s15_t1.0_a0.1_096.gff
6,N,N,1.206,2.219,1.0,0.1,s15_t1.0_a0.1_097.gff
428,N,N,1.744,3.083,1.0,0.1,s15_t1.0_a0.1_098.gff
60,N,N,1.535,2.357,1.0,0.1,s15_t1.0_a0.1_099.gff
85,N,N,1.482,2.417,1.0,0.1,s15_t1.0_a0.1_100.gff
116,N,N,1.775,2.593,1.0,0.2,s15_t1.0_a0.2_001.gff
392,N,N,1.677,3.039,1.0,0.2,s15_t1.0_a0.2_002.gff
17,N,N,1.217,2.239,1.0,0.2,s15_t1.0_a0.2_003.gff
426,N,N,1.775,3.123,1.0,0.2,s15_t1.0_a0.2_004.gff
369,N,N,1.934,3.071,1.0,0.2,s15_t1.0_a0.2_005.gff
62,N,N,1.301,2.369,1.0,0.2,s15_t1.0_a0.2_006.gff
50,N,N,1.301,2.374,1.0,0.2,s15_t1.0_a0.2_007.gff
275,N,N,1.792,2.839,1.0,0.2,s15_t1.0_a0.2_008.gff
90,N,N,1.355,2.470,1.0,0.2,s15_t1.0_a0.2_009.gff
54,N,N,1.972,2.311,1.0,0.2,s15_t1.0_a0.2_010.gff
155,N,N,1.749,2.670,1.0,0.2,s15_t1.0_a0.2_011.gff
5026,N,N,6.544,10.708,1.0,0.2,s15_t1.0_a0.2_012.gff
21,N,N,1.500,2.222,1.0,0.2,s15_t1.0_a0.2_013.gff
38,N,N,1.473,2.284,1.0,0.2,s15_t1.0_a0.2_014.gff
442,N,N,2.015,3.141,1.0,0.2,s15_t1.0_a0.2_015.gff
199,N,N,1.848,2.731,1.0,0.2,s15_t1.0_a0.2_016.gff
204,N,N,1.467,2.729,1.0,0.2,s15_t1.0_a0.2_017.gff
2689,N,N,3.647,6.576,1.0,0.2,s15_t1.0_a0.2_018.gff
90,N,N,1.469,2.470,1.0,0.2,s15_t1.0_a0.2_019.gff
40,N,N,2.267,2.347,1.0,0.2,s15_t1.0_a0.2_020.gff
324,N,N,2.480,3.006,1.0,0.2,s15_t1.0_a0.2_021.gff
771,N,N,1.955,3.701,1.0,0.2,s15_t1.0_a0.2_022.gff
555,N,N,2.092,3.531,1.0,0.2,s15_t1.0_a0.2_023.gff
1163,N,N,2.380,4.964,1.0,0.2,s15_t1.0_a0.2_024.gff
66,N,N,1.281,2.330,1.0,0.2,s15_t1.0_a0.2_025.gff
190,N,N,1.465,2.654,1.0,0.2,s15_t1.0_a0.2_026.gff
315,N,N,3.317,2.989,1.0,0.2,s15_t1.0_a0.2_027.gff
154,N,N,1.422,2.600,1.0,0.2,s15_t1.0_a0.2_028.gff
32,N,N,1.245,2.280,1.0,0.2,s15_t1.0_a0.2_029.gff
8,N,N,1.505,2.299,1.0,0.2,s15_t1.0_a0.2_030.gff
883,N,N,2.340,4.230,1.0,0.2,s15_t1.0_a0.2_031.gff
264,N,N,1.530,2.835,1.0,0.2,s15_t1.0_a0.2_032.gff
277,N,N,1.819,2.843,1.0,0.2,s15_t1.0_a0.2_033.gff
381,N,N,1.612,2.949,1.0,0.2,s15_t1.0_a0.2_034.gff
2652,N,N,3.815,6.610,1.0,0.2,s15_t1.0_a0.2_035.gff
63,N,N,1.338,2.361,1.0,0.2,s15_t1.0_a0.2_036.gff
118,N,N,1.341,2.447,1.0,0.2,s15_t1.0_a0.2_037.gff
373,N,N,2.245,2.997,1.0,0.2,s15_t1.0_a0.2_038.gff
121,N,N,1.550,2.626,1.0,0.2,s15_t1.0_a0.2_039.gff
824,N,N,1.964,3.699,1.0,0.2,s15_t1.0_a0.2_040.gff
325,N,N,1.878,2.970,1.0,0.2,s15_t1.0_a0.2_041.gff
20,N,N,1.219,2.298,1.0,0.2,s15_t1.0_a0.2_042.gff
134,N,N,1.417,2.637,1.0,0.2,s15_t1.0_a0.2_043.gff
497,N,N,1.716,3.233,1.0,0.2,s15_t1.0_a0.2_044.gff
419,N,N,1.906,3.159,1.0,0.2,s15_t1.0_a0.2_045.gff
847,N,N,2.102,3.675,1.0,0.2,s15_t1.0_a0.2_046.gff
3358,N,N,4.438,8.019,1.0,0.2,s15_t1.0_a0.2_047.gff
39,N,N,1.243,2.291,1.0,0.2,s15_t1.0_a0.2_048.gff
532,N,N,1.775,3.412,1.0,0.2,s15_t1.0_a0.2_049.gff
902,N,N,2.222,3.793,1.0,0.2,s15_t1.0_a0.2_050.gff
361,N,N,1.880,3.068,1.0,0.2,s15_t1.0_a0.2_051.gff
187,N,N,1.622,2.725,1.0,0.2,s15_t1.0_a0.2_052.gff
481,N,N,1.707,3.225,1.0,0.2,s15_t1.0_a0.2_053.gff
1410,N,N,2.600,5.065,1.0,0.2,s15_t1.0_a0.2_054.gff
683,N,N,1.996,3.544,1.0,0.2,s15_t1.0_a0.2_055.gff
456,N,N,1.717,3.113,1.0,0.2,s15_t1.0_a0.2_056.gff
90,N,N,1.532,2.477,1.0,0.2,s15_t1.0_a0.2_057.gff
64,N,N,1.401,2.415,1.0,0.2,s15_t1.0_a0.2_058.gff
28,N,N,1.502,2.321,1.0,0.2,s15_t1.0_a0.2_059.gff
1273,N,N,2.975,4.243,1.0,0.2,s15_t1.0_a0.2_060.gff
29,N,N,1.230,2.274,1.0,0.2,s15_t1.0_a0.2_061.gff
219,N,N,1.666,2.768,1.0,0.2,s15_t1.0_a0.2_062.gff
199,N,N,1.742,2.686,1.0,0.2,s15_t1.0_a0.2_063.gff
79,N,N,1.401,2.393,1.0,0.2,s15_t1.0_a0.2_064.gff
99,N,N,1.446,2.419,1.0,0.2,s15_t1.0_a0.2_065.gff
1045,N,N,2.578,3.919,1.0,0.2,s15_t1.0_a0.2_066.gff
1094,N,N,2.161,3.947,1.0,0.2,s15_t1.0_a0.2_067.gff
88,N,N,1.758,2.423,1.0,0.2,s15_t1.0_a0.2_068.gff
336,N,N,2.118,2.957,1.0,0.2,s15_t1.0_a0.2_069.gff
228,N,N,1.724,2.809,1.0,0.2,s15_t1.0_a0.2_070.gff
64,N,N,1.456,2.416,1.0,0.2,s15_t1.0_a0.2_071.gff
386,N,N,1.977,3.042,1.0,0.2,s15_t1.0_a0.2_072.gff
16,N,N,1.970,2.301,1.0,0.2,s15_t1.0_a0.2_073.gff
943,N,N,2.067,3.829,1.0,0.2,s15_t1.0_a0.2_074.gff
361,N,N,1.822,3.045,1.0,0.2,s15_t1.0_a0.2_075.gff
291,N,N,1.699,2.911,1.0,0.2,s15_t1.0_a0.2_076.gff
65,N,N,1.819,2.386,1.0,0.2,s15_t1.0_a0.2_077.gff
109,N,N,1.395,2.554,1.0,0.2,s15_t1.0_a0.2_078.gff
51,N,N,1.291,2.338,1.0,0.2,s15_t1.0_a0.2_079.gff
1947,N,N,3.198,5.737,1.0,0.2,s15_t1.0_a0.2_080.gff
931,N,N,2.204,3.808,1.0,0.2,s15_t1.0_a0.2_081.gff
762,N,N,2.303,3.590,1.0,0.2,s15_t1.0_a0.2_082.gff
124,N,N,1.452,2.545,1.0,0.2,s15_t1.0_a0.2_083.gff
94,N,N,1.343,2.472,1.0,0.2,s15_t1.0_a0.2_084.gff
28,N,N,1.387,2.324,1.0,0.2,s15_t1.0_a0.2_085.gff
813,N,N,2.239,3.743,1.0,0.2,s15_t1.0_a0.2_086.gff
1604,N,N,2.896,5.271,1.0,0.2,s15_t1.0_a0.2_087.gff
1282,N,N,2.571,5.105,1.0,0.2,s15_t1.0_a0.2_088.gff
208,N,N,1.533,2.803,1.0,0.2,s15_t1.0_a0.2_089.gff
40,N,N,1.432,2.340,1.0,0.2,s15_t1.0_a0.2_090.gff
108,N,N,1.467,2.556,1.0,0.2,s15_t1.0_a0.2_091.gff
102,N,N,1.523,2.547,1.0,0.2,s15_t1.0_a0.2_092.gff
356,N,N,1.809,3.033,1.0,0.2,s15_t1.0_a0.2_093.gff
588,N,N,2.320,3.424,1.0,0.2,s15_t1.0_a0.2_094.gff
150,N,N,1.448,2.679,1.0,0.2,s15_t1.0_a0.2_095.gff
92,N,N,1.438,2.465,1.0,0.2,s15_t1.0_a0.2_096.gff
479,N,N,2.108,3.339,1.0,0.2,s15_t1.0_a0.2_097.gff
691,N,N,1.990,3.494,1.0,0.2,s15_t1.0_a0.2_098.gff
69,N,N,1.593,2.419,1.0,0.2,s15_t1.0_a0.2_099.gff
169,N,N,1.545,2.673,1.0,0.2,s15_t1.0_a0.2_100.gff
75,N,N,1.425,2.449,1.0,0.3,s15_t1.0_a0.3_001.gff
121,N,N,1.509,2.538,1.0,0.3,s15_t1.0_a0.3_002.gff
349,N,N,1.610,2.984,1.0,0.3,s15_t1.0_a0.3_003.gff
411,N,N,1.763,3.134,1.0,0.3,s15_t1.0_a0.3_004.gff
1672,N,N,2.963,5.574,1.0,0.3,s15_t1.0_a0.3_005.gff
301,N,N,1.688,2.937,1.0,0.3,s15_t1.0_a0.3_006.gff
104,N,N,1.366,2.503,1.0,0.3,s15_t1.0_a0.3_007.gff
266,N,N,1.551,2.843,1.0,0.3,s15_t1.0_a0.3_008.gff
565,N,N,1.784,3.310,1.0,0.3,s15_t1.0_a0.3_009.gff
1579,N,N,2.788,5.112,1.0,0.3,s15_t1.0_a0.3_010.gff
164,N,N,1.733,2.625,1.0,0.3,s15_t1.0_a0.3_011.gff
37,N,N,1.545,2.331,1.0,0.3,s15_t1.0_a0.3_012.gff
133,N,N,1.389,2.581,1.0,0.3,s15_t1.0_a0.3_013.gff
96,N,N,1.804,2.512,1.0,0.3,s15_t1.0_a0.3_014.gff
435,N,N,1.784,3.244,1.0,0.3,s15_t1.0_a0.3_015.gff
89,N,N,1.419,2.422,1.0,0.3,s15_t1.0_a0.3_016.gff
83,N,N,1.322,2.419,1.0,0.3,s15_t1.0_a0.3_017.gff
481,N,N,1.989,3.353,1.0,0.3,s15_t1.0_a0.3_018.gff
630,N,N,1.866,3.549,1.0,0.3,s15_t1.0_a0.3_019.gff
6,N,N,1.722,2.271,1.0,0.3,s15_t1.0_a0.3_020.gff
9,N,N,1.749,2.279,1.0,0.3,s15_t1.0_a0.3_021.gff
27,N,N,1.226,2.272,1.0,0.3,s15_t1.0_a0.3_022.gff
129,N,N,1.378,2.510,1.0,0.3,s15_t1.0_a0.3_023.gff
22,N,N,1.447,2.275,1.0,0.3,s15_t1.0_a0.3_024.gff
173,N,N,1.538,2.760,1.0,0.3,s15_t1.0_a0.3_025.gff
2221,N,N,3.595,5.849,1.0,0.3,s15_t1.0_a0.3_026.gff
156,N,N,1.709,2.748,1.0,0.3,s15_t1.0_a0.3_027.gff
322,N,N,2.026,3.101,1.0,0.3,s15_t1.0_a0.3_028.gff
195,N,N,1.824,2.727,1.0,0.3,s15_t1.0_a0.3_029.gff
18,N,N,1.377,2.304,1.0,0.3,s15_t1.0_a0.3_030.gff
252,N,N,1.746,2.975,1.0,0.3,s15_t1.0_a0.3_031.gff
22,N,N,1.283,2.292,1.0,0.3,s15_t1.0_a0.3_032.gff
912,N,N,2.257,3.860,1.0,0.3,s15_t1.0_a0.3_033.gff
60,N,N,1.331,2.378,1.0,0.3,s15_t1.0_a0.3_034.gff
873,N,N,2.020,3.757,1.0,0.3,s15_t1.0_a0.3_035.gff
5495,N,N,7.680,11.068,1.0,0.3,s15_t1.0_a0.3_036.gff
81,N,N,1.453,2.447,1.0,0.3,s15_t1.0_a0.3_037.gff
2331,N,N,3.454,6.172,1.0,0.3,s15_t1.0_a0.3_038.gff
21,N,N,1.307,2.263,1.0,0.3,s15_t1.0_a0.3_039.gff
582,N,N,1.929,3.562,1.0,0.3,s15_t1.0_a0.3_040.gff
471,N,N,1.832,3.334,1.0,0.3,s15_t1.0_a0.3_041.gff
141,N,N,1.481,2.583,1.0,0.3,s15_t1.0_a0.3_042.gff
390,N,N,1.877,3.143,1.0,0.3,s15_t1.0_a0.3_043.gff
165,N,N,1.510,2.687,1.0,0.3,s15_t1.0_a0.3_044.gff
130,N,N,1.399,2.583,1.0,0.3,s15_t1.0_a0.3_045.gff
332,N,N,1.648,3.047,1.0,0.3,s15_t1.0_a0.3_046.gff
134,N,N,1.561,2.625,1.0,0.3,s15_t1.0_a0.3_047.gff
38,N,N,1.264,2.305,1.0,0.3,s15_t1.0_a0.3_048.gff
303,N,N,1.728,3.001,1.0,0.3,s15_t1.0_a0.3_049.gff
167,N,N,1.618,2.614,1.0,0.3,s15_t1.0_a0.3_050.gff
30,N,N,3.224,2.298,1.0,0.3,s15_t1.0_a0.3_051.gff
485,N,N,1.887,3.305,1.0,0.3,s15_t1.0_a0.3_052.gff
89,N,N,1.642,2.425,1.0,0.3,s15_t1.0_a0.3_053.gff
375,N,N,1.715,3.118,1.0,0.3,s15_t1.0_a0.3_054.gff
192,N,N,1.493,2.724,1.0,0.3,s15_t1.0_a0.3_055.gff
413,N,N,1.784,3.135,1.0,0.3,s15_t1.0_a0.3_056.gff
1608,N,N,2.646,5.180,1.0,0.3,s15_t1.0_a0.3_057.gff
653,N,N,1.986,3.540,1.0,0.3,s15_t1.0_a0.3_058.gff
228,N,N,2.382,2.867,1.0,0.3,s15_t1.0_a0.3_059.gff
510,N,N,1.771,3.380,1.0,0.3,s15_t1.0_a0.3_060.gff
1490,N,N,2.528,5.211,1.0,0.3,s15_t1.0_a0.3_061.gff
56,N,N,1.375,2.378,1.0,0.3,s15_t1.0_a0.3_062.gff
83,N,N,2.620,2.526,1.0,0.3,s15_t1.0_a0.3_063.gff
739,N,N,2.100,3.681,1.0,0.3,s15_t1.0_a0.3_064.gff
180,N,N,2.330,2.727,1.0,0.3,s15_t1.0_a0.3_065.gff
1476,N,N,2.664,4.486,1.0,0.3,s15_t1.0_a0.3_066.gff
5,N,N,1.336,2.245,1.0,0.3,s15_t1.0_a0.3_067.gff
359,N,N,1.648,2.998,1.0,0.3,s15_t1.0_a0.3_068.gff
126,N,N,1.800,2.615,1.0,0.3,s15_t1.0_a0.3_069.gff
49,N,N,1.607,2.383,1.0,0.3,s15_t1.0_a0.3_070.gff
3506,N,N,5.691,8.058,1.0,0.3,s15_t1.0_a0.3_071.gff
35968,N,N,192.436,202.056,1.0,0.3,s15_t1.0_a0.3_072.gff
1397,N,N,2.564,5.146,1.0,0.3,s15_t1.0_a0.3_073.gff
194,N,N,1.544,2.631,1.0,0.3,s15_t1.0_a0.3_074.gff
736,N,N,1.886,3.564,1.0,0.3,s15_t1.0_a0.3_075.gff
70,N,N,1.354,2.379,1.0,0.3,s15_t1.0_a0.3_076.gff
1383,N,N,3.291,5.138,1.0,0.3,s15_t1.0_a0.3_077.gff
496,N,N,1.953,3.450,1.0,0.3,s15_t1.0_a0.3_078.gff
449,N,N,1.820,3.051,1.0,0.3,s15_t1.0_a0.3_079.gff
372,N,N,1.825,3.042,1.0,0.3,s15_t1.0_a0.3_080.gff
123,N,N,1.677,2.536,1.0,0.3,s15_t1.0_a0.3_081.gff
210,N,N,1.769,2.798,1.0,0.3,s15_t1.0_a0.3_082.gff
1049,N,N,2.787,4.453,1.0,0.3,s15_t1.0_a0.3_083.gff
60,N,N,1.590,2.372,1.0,0.3,s15_t1.0_a0.3_084.gff
258,N,N,1.666,2.885,1.0,0.3,s15_t1.0_a0.3_085.gff
79,N,N,1.445,2.444,1.0,0.3,s15_t1.0_a0.3_086.gff
34,N,N,1.450,2.307,1.0,0.3,s15_t1.0_a0.3_087.gff
50,N,N,1.444,2.362,1.0,0.3,s15_t1.0_a0.3_088.gff
68,N,N,1.640,2.390,1.0,0.3,s15_t1.0_a0.3_089.gff
337,N,N,1.607,2.934,1.0,0.3,s15_t1.0_a0.3_090.gff
42,N,N,1.567,2.334,1.0,0.3,s15_t1.0_a0.3_091.gff
389,N,N,1.983,3.086,1.0,0.3,s15_t1.0_a0.3_092.gff
1949,N,N,3.015,5.519,1.0,0.3,s15_t1.0_a0.3_093.gff
189,N,N,1.633,2.680,1.0,0.3,s15_t1.0_a0.3_094.gff
490,N,N,1.761,3.165,1.0,0.3,s15_t1.0_a0.3_095.gff
123,N,N,2.205,2.552,1.0,0.3,s15_t1.0_a0.3_096.gff
377,N,N,1.949,3.036,1.0,0.3,s15_t1.0_a0.3_097.gff
85,N,N,2.503,2.367,1.0,0.3,s15_t1.0_a0.3_098.gff
768,N,N,2.107,3.596,1.0,0.3,s15_t1.0_a0.3_099.gff
110,N,N,1.541,2.510,1.0,0.3,s15_t1.0_a0.3_100.gff
443,N,N,1.914,3.032,1.0,0.4,s15_t1.0_a0.4_001.gff
218,N,N,1.665,2.767,1.0,0.4,s15_t1.0_a0.4_002.gff
81,N,N,1.494,2.442,1.0,0.4,s15_t1.0_a0.4_003.gff
144,N,N,1.948,2.664,1.0,0.4,s15_t1.0_a0.4_004.gff
33,N,N,1.303,2.318,1.0,0.4,s15_t1.0_a0.4_005.gff
2764,N,N,4.003,8.021,1.0,0.4,s15_t1.0_a0.4_006.gff
51,N,N,1.370,2.365,1.0,0.4,s15_t1.0_a0.4_007.gff
45,N,N,1.509,2.355,1.0,0.4,s15_t1.0_a0.4_008.gff
1391,N,N,2.634,4.854,1.0,0.4,s15_t1.0_a0.4_009.gff
9,N,N,2.176,2.184,1.0,0.4,s15_t1.0_a0.4_010.gff
21,N,N,1.362,2.318,1.0,0.4,s15_t1.0_a0.4_011.gff
241,N,N,1.654,2.845,1.0,0.4,s15_t1.0_a0.4_012.gff
164,N,N,1.569,2.721,1.0,0.4,s15_t1.0_a0.4_013.gff
168,N,N,1.526,2.704,1.0,0.4,s15_t1.0_a0.4_014.gff
618,N,N,3.484,3.617,1.0,0.4,s15_t1.0_a0.4_015.gff
245,N,N,2.214,2.864,1.0,0.4,s15_t1.0_a0.4_016.gff
9,N,N,1.341,2.267,1.0,0.4,s15_t1.0_a0.4_017.gff
604,N,N,1.936,3.358,1.0,0.4,s15_t1.0_a0.4_018.gff
644,N,N,1.906,3.631,1.0,0.4,s15_t1.0_a0.4_019.gff
553,N,N,1.871,3.421,1.0,0.4,s15_t1.0_a0.4_020.gff
1663,N,N,3.046,5.590,1.0,0.4,s15_t1.0_a0.4_021.gff
67,N,N,1.417,2.411,1.0,0.4,s15_t1.0_a0.4_022.gff
118,N,N,2.408,2.549,1.0,0.4,s15_t1.0_a0.4_023.gff
303,N,N,1.743,2.972,1.0,0.4,s15_t1.0_a0.4_024.gff
222,N,N,1.566,2.743,1.0,0.4,s15_t1.0_a0.4_025.gff
105,N,N,1.680,2.411,1.0,0.4,s15_t1.0_a0.4_026.gff
764,N,N,2.065,4.097,1.0,0.4,s15_t1.0_a0.4_027.gff
89,N,N,1.981,2.487,1.0,0.4,s15_t1.0_a0.4_028.gff
183,N,N,3.466,2.665,1.0,0.4,s15_t1.0_a0.4_029.gff
16,N,N,1.313,2.223,1.0,0.4,s15_t1.0_a0.4_030.gff
745,N,N,2.032,3.619,1.0,0.4,s15_t1.0_a0.4_031.gff
28,N,N,1.334,2.218,1.0,0.4,s15_t1.0_a0.4_032.gff
1354,N,N,2.662,5.437,1.0,0.4,s15_t1.0_a0.4_033.gff
226,N,N,1.637,2.846,1.0,0.4,s15_t1.0_a0.4_034.gff
844,N,N,2.457,3.736,1.0,0.4,s15_t1.0_a0.4_035.gff
1157,N,N,2.337,4.936,1.0,0.4,s15_t1.0_a0.4_036.gff
4,N,N,1.464,2.215,1.0,0.4,s15_t1.0_a0.4_037.gff
151,N,N,2.979,2.691,1.0,0.4,s15_t1.0_a0.4_038.gff
234,N,N,1.540,2.779,1.0,0.4,s15_t1.0_a0.4_039.gff
27,N,N,1.363,2.297,1.0,0.4,s15_t1.0_a0.4_040.gff
261,N,N,1.717,2.871,1.0,0.4,s15_t1.0_a0.4_041.gff
270,N,N,1.584,2.849,1.0,0.4,s15_t1.0_a0.4_042.gff
20,N,N,1.235,2.269,1.0,0.4,s15_t1.0_a0.4_043.gff
386,N,N,1.713,3.032,1.0,0.4,s15_t1.0_a0.4_044.gff
