# Starting date:             2015-05-16 00:52:11
# Cluster job name:          slice.p.ro.madj.eg.michel
# Cluster job ID:            7360455
# Cluster node:              jnode19
# Cluster queue:             highmem.q
# Algorithm:                 slice -p -ro -madj -eg
# Input data:                michel.tar.gz
# Memory limit (Java heap):  14G
# Timeout (CPU time):        No timeout
states,t_out,m_out,real_t,cpu_t,dt,da,file
35,N,N,1.524,2.274,,,michel_n1.gff
431,N,N,7.676,3.704,,,michel_n2.gff
6786,N,N,12.410,11.387,,,michel_n3.gff
123180,N,N,131.355,163.438,,,michel_n4.gff
