# Starting date:             2014-12-08 00:29:14
# Cluster job name:          fribourg.20t600m1_5_of_5
# Cluster job ID:            1614236
# Cluster node:              hnode03
# Cluster queue:             mpi.q
# Complementation algorithm: fribourg
# Data:                      20.5_of_5.tar.gz
# Memory limit (Java heap):  1G
# Timeout (CPU time):        600s
states	t_out	m_out	real_t	tcpu_t	ucpu_t	scpu_t	dt	da	file
103	N	N	3.318	2.743	2.624	0.119	2.6	0.9	s20_t2.6_a0.9_001.gff
333	N	N	2.635	3.797	3.617	0.180	2.6	0.9	s20_t2.6_a0.9_002.gff
125	N	N	2.652	2.899	2.758	0.141	2.6	0.9	s20_t2.6_a0.9_003.gff
100	N	N	1.710	2.777	2.638	0.139	2.6	0.9	s20_t2.6_a0.9_004.gff
131	N	N	1.682	2.883	2.736	0.147	2.6	0.9	s20_t2.6_a0.9_005.gff
135	N	N	1.733	2.958	2.792	0.166	2.6	0.9	s20_t2.6_a0.9_006.gff
195	N	N	2.193	3.036	2.854	0.182	2.6	0.9	s20_t2.6_a0.9_007.gff
259	N	N	1.899	3.175	3.036	0.139	2.6	0.9	s20_t2.6_a0.9_008.gff
177	N	N	1.567	2.939	2.782	0.157	2.6	0.9	s20_t2.6_a0.9_009.gff
606	N	N	3.380	4.425	4.227	0.198	2.6	0.9	s20_t2.6_a0.9_010.gff
207	N	N	5.183	3.095	2.943	0.152	2.6	0.9	s20_t2.6_a0.9_011.gff
129	N	N	1.932	2.891	2.757	0.134	2.6	0.9	s20_t2.6_a0.9_012.gff
105	N	N	2.323	2.839	2.661	0.178	2.6	0.9	s20_t2.6_a0.9_013.gff
791	N	N	2.248	4.532	4.332	0.200	2.6	0.9	s20_t2.6_a0.9_014.gff
135	N	N	1.598	2.875	2.742	0.133	2.6	0.9	s20_t2.6_a0.9_015.gff
124	N	N	2.363	2.810	2.650	0.160	2.6	0.9	s20_t2.6_a0.9_016.gff
146	N	N	2.238	2.858	2.707	0.151	2.6	0.9	s20_t2.6_a0.9_017.gff
183	N	N	1.755	2.998	2.853	0.145	2.6	0.9	s20_t2.6_a0.9_018.gff
222	N	N	2.140	3.188	3.034	0.154	2.6	0.9	s20_t2.6_a0.9_019.gff
283	N	N	1.886	3.265	3.123	0.142	2.6	0.9	s20_t2.6_a0.9_020.gff
55	N	N	1.947	2.597	2.449	0.148	2.6	0.9	s20_t2.6_a0.9_021.gff
276	N	N	2.348	3.380	3.219	0.161	2.6	0.9	s20_t2.6_a0.9_022.gff
497	N	N	2.173	4.245	4.052	0.193	2.6	0.9	s20_t2.6_a0.9_023.gff
255	N	N	2.262	3.268	3.107	0.161	2.6	0.9	s20_t2.6_a0.9_024.gff
176	N	N	1.756	2.991	2.859	0.132	2.6	0.9	s20_t2.6_a0.9_025.gff
223	N	N	1.631	3.145	2.988	0.157	2.6	0.9	s20_t2.6_a0.9_026.gff
574	N	N	3.178	4.441	4.219	0.222	2.6	0.9	s20_t2.6_a0.9_027.gff
121	N	N	1.719	2.787	2.634	0.153	2.6	0.9	s20_t2.6_a0.9_028.gff
115	N	N	1.477	2.797	2.649	0.148	2.6	0.9	s20_t2.6_a0.9_029.gff
205	N	N	5.189	3.222	3.011	0.211	2.6	0.9	s20_t2.6_a0.9_030.gff
63	N	N	3.844	2.674	2.520	0.154	2.6	0.9	s20_t2.6_a0.9_031.gff
63	N	N	1.629	2.722	2.566	0.156	2.6	0.9	s20_t2.6_a0.9_032.gff
332	N	N	2.172	3.778	3.613	0.165	2.6	0.9	s20_t2.6_a0.9_033.gff
140	N	N	2.904	2.947	2.779	0.168	2.6	0.9	s20_t2.6_a0.9_034.gff
114	N	N	1.719	2.832	2.678	0.154	2.6	0.9	s20_t2.6_a0.9_035.gff
117	N	N	5.190	2.840	2.688	0.152	2.6	0.9	s20_t2.6_a0.9_036.gff
229	N	N	1.977	3.236	3.088	0.148	2.6	0.9	s20_t2.6_a0.9_037.gff
335	N	N	1.917	3.681	3.514	0.167	2.6	0.9	s20_t2.6_a0.9_038.gff
210	N	N	1.789	3.116	2.963	0.153	2.6	0.9	s20_t2.6_a0.9_039.gff
152	N	N	1.869	2.962	2.808	0.154	2.6	0.9	s20_t2.6_a0.9_040.gff
117	N	N	1.659	2.839	2.711	0.128	2.6	0.9	s20_t2.6_a0.9_041.gff
494	N	N	2.253	4.061	3.878	0.183	2.6	0.9	s20_t2.6_a0.9_042.gff
295	N	N	4.302	3.344	3.149	0.195	2.6	0.9	s20_t2.6_a0.9_043.gff
69	N	N	1.740	2.689	2.516	0.173	2.6	0.9	s20_t2.6_a0.9_044.gff
121	N	N	1.457	2.749	2.585	0.164	2.6	0.9	s20_t2.6_a0.9_045.gff
103	N	N	1.694	2.791	2.642	0.149	2.6	0.9	s20_t2.6_a0.9_046.gff
405	N	N	2.546	3.813	3.626	0.187	2.6	0.9	s20_t2.6_a0.9_047.gff
