# Starting date:             2014-11-30 12:29:57
# Cluster job ID:            1322407
# Cluster node:              hnode12
# Cluster queue:             mpi.q
# Complementation algorithm: piterman -eq -sim -ro
# Data:                      20.tar.gz
# Memory limit (Java heap):  1G
# Timeout (CPU time):        600s
states	t_out	m_out	real_t	tcpu_t	ucpu_t	scpu_t	dt	da	file
211	N	N	2.429	4.396	4.134	0.262	1.0	0.1	s20_t1.0_a0.1_001.gff
565	N	N	3.217	5.536	5.240	0.296	1.0	0.1	s20_t1.0_a0.1_002.gff
5691	N	N	105.348	128.736	123.972	4.764	1.0	0.1	s20_t1.0_a0.1_003.gff
1720	N	N	9.019	13.226	12.831	0.395	1.0	0.1	s20_t1.0_a0.1_004.gff
1076	N	N	5.372	8.917	8.632	0.285	1.0	0.1	s20_t1.0_a0.1_005.gff
160	N	N	2.439	3.814	3.598	0.216	1.0	0.1	s20_t1.0_a0.1_006.gff
173	N	N	2.197	3.893	3.703	0.190	1.0	0.1	s20_t1.0_a0.1_007.gff
18	N	N	1.610	2.734	2.570	0.164	1.0	0.1	s20_t1.0_a0.1_008.gff
2	N	N	1.590	2.746	2.587	0.159	1.0	0.1	s20_t1.0_a0.1_009.gff
87	N	N	1.777	3.172	2.991	0.181	1.0	0.1	s20_t1.0_a0.1_010.gff
313	N	N	3.971	4.484	4.213	0.271	1.0	0.1	s20_t1.0_a0.1_011.gff
2	N	N	1.773	2.980	2.850	0.130	1.0	0.1	s20_t1.0_a0.1_012.gff
2	N	N	3.078	2.721	2.565	0.156	1.0	0.1	s20_t1.0_a0.1_013.gff
316	N	N	3.635	5.296	5.015	0.281	1.0	0.1	s20_t1.0_a0.1_014.gff
157	N	N	1.930	3.356	3.200	0.156	1.0	0.1	s20_t1.0_a0.1_015.gff
2462	N	N	14.503	19.747	19.300	0.447	1.0	0.1	s20_t1.0_a0.1_016.gff
47	N	N	2.024	2.987	2.840	0.147	1.0	0.1	s20_t1.0_a0.1_017.gff
3583	N	N	26.016	30.997	30.498	0.499	1.0	0.1	s20_t1.0_a0.1_018.gff
