# Starting date:             2014-11-30 12:29:57
# Cluster job ID:            1322409
# Cluster node:              hnode33
# Cluster queue:             mpi.q
# Complementation algorithm: slice -p -ro -madj -eg
# Data:                      20.tar.gz
# Memory limit (Java heap):  1G
# Timeout (CPU time):        600s
states	t_out	m_out	real_t	tcpu_t	ucpu_t	scpu_t	dt	da	file
372	N	N	2.035	3.541	3.356	0.185	1.0	0.1	s20_t1.0_a0.1_001.gff
672	N	N	2.599	4.260	4.016	0.244	1.0	0.1	s20_t1.0_a0.1_002.gff
29296	N	N	21.751	29.124	28.570	0.554	1.0	0.1	s20_t1.0_a0.1_003.gff
4209	N	N	4.747	7.564	7.292	0.272	1.0	0.1	s20_t1.0_a0.1_004.gff
2455	N	N	3.447	6.221	5.942	0.279	1.0	0.1	s20_t1.0_a0.1_005.gff
372	N	N	1.876	3.477	3.269	0.208	1.0	0.1	s20_t1.0_a0.1_006.gff
196	N	N	1.714	3.104	2.917	0.187	1.0	0.1	s20_t1.0_a0.1_007.gff
54	N	N	1.379	2.483	2.362	0.121	1.0	0.1	s20_t1.0_a0.1_008.gff
54	N	N	1.719	2.522	2.342	0.180	1.0	0.1	s20_t1.0_a0.1_009.gff
86	N	N	1.482	2.629	2.473	0.156	1.0	0.1	s20_t1.0_a0.1_010.gff
344	N	N	1.861	3.338	3.154	0.184	1.0	0.1	s20_t1.0_a0.1_011.gff
95	N	N	1.713	2.790	2.646	0.144	1.0	0.1	s20_t1.0_a0.1_012.gff
48	N	N	1.410	2.575	2.435	0.140	1.0	0.1	s20_t1.0_a0.1_013.gff
333	N	N	1.821	3.317	3.155	0.162	1.0	0.1	s20_t1.0_a0.1_014.gff
119	N	N	1.650	2.802	2.625	0.177	1.0	0.1	s20_t1.0_a0.1_015.gff
5238	N	N	5.275	8.625	8.325	0.300	1.0	0.1	s20_t1.0_a0.1_016.gff
70	N	N	1.569	2.656	2.489	0.167	1.0	0.1	s20_t1.0_a0.1_017.gff
7802	N	N	8.278	12.348	11.978	0.370	1.0	0.1	s20_t1.0_a0.1_018.gff
1275	N	N	2.831	5.021	4.712	0.309	1.0	0.1	s20_t1.0_a0.1_019.gff
5	N	N	1.261	2.287	2.152	0.135	1.0	0.1	s20_t1.0_a0.1_020.gff
724	N	N	2.816	4.376	4.139	0.237	1.0	0.1	s20_t1.0_a0.1_021.gff
1248	N	N	2.847	5.318	5.089	0.229	1.0	0.1	s20_t1.0_a0.1_022.gff
6434	N	N	5.905	9.655	9.362	0.293	1.0	0.1	s20_t1.0_a0.1_023.gff
74	N	N	1.701	2.664	2.516	0.148	1.0	0.1	s20_t1.0_a0.1_024.gff
2072	N	N	3.359	5.858	5.582	0.276	1.0	0.1	s20_t1.0_a0.1_025.gff
232	N	N	1.956	3.219	3.019	0.200	1.0	0.1	s20_t1.0_a0.1_026.gff
223	N	N	2.211	3.074	2.921	0.153	1.0	0.1	s20_t1.0_a0.1_027.gff
68	N	N	1.429	2.631	2.483	0.148	1.0	0.1	s20_t1.0_a0.1_028.gff
111	N	N	1.700	2.794	2.636	0.158	1.0	0.1	s20_t1.0_a0.1_029.gff
2257	N	N	3.206	5.696	5.408	0.288	1.0	0.1	s20_t1.0_a0.1_030.gff
