# Starting date:             2014-12-15 14:09:02
# Cluster job name:          rank.tr.ro.15_09_of_10
# Cluster job ID:            181161
# Cluster node:              hnode12
# Cluster queue:             mpi.q
# Complementation algorithm: rank -tr -ro
# Data:                      15.09_of_10.tar.gz
# Memory limit (Java heap):  1G
# Timeout (CPU time):        600s
states	t_out	m_out	real_t	tcpu_t	ucpu_t	scpu_t	dt	da	file
50	N	N	1.603	2.573	2.447	0.126	2.6	0.9	s15_t2.6_a0.9_001.gff
66	N	N	1.511	2.677	2.538	0.139	2.6	0.9	s15_t2.6_a0.9_002.gff
99	N	N	1.571	2.823	2.675	0.148	2.6	0.9	s15_t2.6_a0.9_003.gff
72	N	N	1.542	2.700	2.562	0.138	2.6	0.9	s15_t2.6_a0.9_004.gff
50	N	N	1.782	2.620	2.478	0.142	2.6	0.9	s15_t2.6_a0.9_005.gff
126	N	N	1.604	3.072	2.911	0.161	2.6	0.9	s15_t2.6_a0.9_006.gff
89	N	N	1.531	2.915	2.774	0.141	2.6	0.9	s15_t2.6_a0.9_007.gff
67	N	N	1.507	2.839	2.690	0.149	2.6	0.9	s15_t2.6_a0.9_008.gff
110	N	N	1.613	3.077	2.936	0.141	2.6	0.9	s15_t2.6_a0.9_009.gff
59	N	N	1.508	2.849	2.721	0.128	2.6	0.9	s15_t2.6_a0.9_010.gff
23	N	N	1.490	2.684	2.516	0.168	2.6	0.9	s15_t2.6_a0.9_011.gff
63	N	N	1.690	3.136	2.969	0.167	2.6	0.9	s15_t2.6_a0.9_012.gff
115	N	N	1.816	3.380	3.187	0.193	2.6	0.9	s15_t2.6_a0.9_013.gff
104	N	N	1.629	3.129	2.986	0.143	2.6	0.9	s15_t2.6_a0.9_014.gff
117	N	N	1.673	3.263	3.094	0.169	2.6	0.9	s15_t2.6_a0.9_015.gff
114	N	N	1.811	3.522	3.341	0.181	2.6	0.9	s15_t2.6_a0.9_016.gff
73	N	N	1.673	3.259	3.071	0.188	2.6	0.9	s15_t2.6_a0.9_017.gff
99	N	N	1.802	3.431	3.262	0.169	2.6	0.9	s15_t2.6_a0.9_018.gff
61	N	N	1.606	3.179	3.012	0.167	2.6	0.9	s15_t2.6_a0.9_019.gff
86	N	N	1.671	3.315	3.136	0.179	2.6	0.9	s15_t2.6_a0.9_020.gff
53	N	N	1.675	3.064	2.885	0.179	2.6	0.9	s15_t2.6_a0.9_021.gff
47	N	N	1.683	3.152	2.967	0.185	2.6	0.9	s15_t2.6_a0.9_022.gff
83	N	N	1.692	3.239	3.068	0.171	2.6	0.9	s15_t2.6_a0.9_023.gff
61	N	N	1.691	3.294	3.117	0.177	2.6	0.9	s15_t2.6_a0.9_024.gff
49	N	N	1.632	3.178	3.027	0.151	2.6	0.9	s15_t2.6_a0.9_025.gff
77	N	N	1.723	3.358	3.177	0.181	2.6	0.9	s15_t2.6_a0.9_026.gff
74	N	N	1.706	3.368	3.209	0.159	2.6	0.9	s15_t2.6_a0.9_027.gff
65	N	N	1.659	3.206	3.032	0.174	2.6	0.9	s15_t2.6_a0.9_028.gff
91	N	N	1.680	3.330	3.171	0.159	2.6	0.9	s15_t2.6_a0.9_029.gff
