# Starting date:             2015-06-04 20:40:43
# Cluster job name:          fribourg.r.goal
# Cluster job ID:            9183489
# Cluster node:              hnode30
# Cluster queue:             mpi.q
# GOAL command:              complement -m fribourg -r
# Input data:                goal.tar.gz
# Memory limit (Java heap):  1G
# Timeout (CPU time):        600s
id,states,timeout,memout,cpu_time,real_time,dt,da,file
72,65,N,N,2.381,1.289,1.0,0.1,s15_t1.0_a0.1_072.gff
73,1879,N,N,7.765,4.477,1.0,0.1,s15_t1.0_a0.1_073.gff
74,81,N,N,2.467,1.353,1.0,0.1,s15_t1.0_a0.1_074.gff
75,59,N,N,2.419,1.309,1.0,0.1,s15_t1.0_a0.1_075.gff
76,3010,N,N,13.224,8.915,1.0,0.1,s15_t1.0_a0.1_076.gff
77,91,N,N,2.660,1.417,1.0,0.1,s15_t1.0_a0.1_077.gff
78,2096,N,N,7.532,4.481,1.0,0.1,s15_t1.0_a0.1_078.gff
79,29,N,N,2.288,1.218,1.0,0.1,s15_t1.0_a0.1_079.gff
80,326,N,N,3.135,1.701,1.0,0.1,s15_t1.0_a0.1_080.gff
81,113,N,N,2.728,1.482,1.0,0.1,s15_t1.0_a0.1_081.gff
82,1187,N,N,5.623,2.684,1.0,0.1,s15_t1.0_a0.1_082.gff
83,182,N,N,2.806,1.503,1.0,0.1,s15_t1.0_a0.1_083.gff
84,150,N,N,2.639,1.434,1.0,0.1,s15_t1.0_a0.1_084.gff
85,1392,N,N,10.009,6.207,1.0,0.1,s15_t1.0_a0.1_085.gff
86,36,N,N,2.295,1.238,1.0,0.1,s15_t1.0_a0.1_086.gff
87,42,N,N,2.310,1.247,1.0,0.1,s15_t1.0_a0.1_087.gff
88,122,N,N,2.608,1.410,1.0,0.1,s15_t1.0_a0.1_088.gff
89,1045,N,N,5.614,2.792,1.0,0.1,s15_t1.0_a0.1_089.gff
90,91,N,N,2.602,1.428,1.0,0.1,s15_t1.0_a0.1_090.gff
91,531,N,N,4.939,2.494,1.0,0.1,s15_t1.0_a0.1_091.gff
92,167,N,N,2.766,1.519,1.0,0.1,s15_t1.0_a0.1_092.gff
93,112,N,N,3.160,1.728,1.0,0.1,s15_t1.0_a0.1_093.gff
94,1852,N,N,16.860,12.180,1.0,0.1,s15_t1.0_a0.1_094.gff
95,572,N,N,3.734,2.004,1.0,0.1,s15_t1.0_a0.1_095.gff
96,75,N,N,2.387,1.297,1.0,0.1,s15_t1.0_a0.1_096.gff
97,4,N,N,2.247,1.264,1.0,0.1,s15_t1.0_a0.1_097.gff
98,275,N,N,3.134,1.700,1.0,0.1,s15_t1.0_a0.1_098.gff
99,59,N,N,2.406,1.307,1.0,0.1,s15_t1.0_a0.1_099.gff
100,51,N,N,2.425,1.314,1.0,0.1,s15_t1.0_a0.1_100.gff
101,93,N,N,2.531,1.356,1.0,0.2,s15_t1.0_a0.2_001.gff
102,300,N,N,3.137,1.694,1.0,0.2,s15_t1.0_a0.2_002.gff
