# Starting date:             2014-12-08 01:27:44
# Cluster job name:          fribourg.m1.20t1200m2
# Cluster job ID:            1617185
# Cluster node:              hnode09
# Cluster queue:             mpi.q
# Complementation algorithm: fribourg -m1
# Data:                      20.tar.gz
# Memory limit (Java heap):  2G
# Timeout (CPU time):        1200s
states	t_out	m_out	real_t	tcpu_t	ucpu_t	scpu_t	dt	da	file
495	N	N	2.053	3.494	3.323	0.171	1.0	0.1	s20_t1.0_a0.1_001.gff
813	N	N	2.854	3.867	3.692	0.175	1.0	0.1	s20_t1.0_a0.1_002.gff
27568	N	N	107.289	115.012	114.360	0.652	1.0	0.1	s20_t1.0_a0.1_003.gff
4151	N	N	7.982	9.648	9.278	0.370	1.0	0.1	s20_t1.0_a0.1_004.gff
3133	N	N	4.622	8.615	8.316	0.299	1.0	0.1	s20_t1.0_a0.1_005.gff
478	N	N	5.596	3.389	3.220	0.169	1.0	0.1	s20_t1.0_a0.1_006.gff
244	N	N	1.765	3.044	2.888	0.156	1.0	0.1	s20_t1.0_a0.1_007.gff
54	N	N	3.578	2.527	2.401	0.126	1.0	0.1	s20_t1.0_a0.1_008.gff
54	N	N	1.917	2.532	2.390	0.142	1.0	0.1	s20_t1.0_a0.1_009.gff
86	N	N	2.810	2.663	2.509	0.154	1.0	0.1	s20_t1.0_a0.1_010.gff
411	N	N	2.559	3.292	3.132	0.160	1.0	0.1	s20_t1.0_a0.1_011.gff
95	N	N	5.196	2.676	2.528	0.148	1.0	0.1	s20_t1.0_a0.1_012.gff
48	N	N	5.248	2.483	2.351	0.132	1.0	0.1	s20_t1.0_a0.1_013.gff
483	N	N	2.078	3.448	3.295	0.153	1.0	0.1	s20_t1.0_a0.1_014.gff
120	N	N	3.361	2.763	2.610	0.153	1.0	0.1	s20_t1.0_a0.1_015.gff
5529	N	N	9.709	11.995	11.564	0.431	1.0	0.1	s20_t1.0_a0.1_016.gff
71	N	N	2.374	2.549	2.406	0.143	1.0	0.1	s20_t1.0_a0.1_017.gff
7836	N	N	12.789	16.748	16.264	0.484	1.0	0.1	s20_t1.0_a0.1_018.gff
1479	N	N	3.927	5.304	5.070	0.234	1.0	0.1	s20_t1.0_a0.1_019.gff
6	N	N	1.366	2.322	2.189	0.133	1.0	0.1	s20_t1.0_a0.1_020.gff
898	N	N	3.702	3.967	3.807	0.160	1.0	0.1	s20_t1.0_a0.1_021.gff
1526	N	N	3.252	5.401	5.151	0.250	1.0	0.1	s20_t1.0_a0.1_022.gff
6598	N	N	12.300	13.412	13.010	0.402	1.0	0.1	s20_t1.0_a0.1_023.gff
82	N	N	1.544	2.542	2.380	0.162	1.0	0.1	s20_t1.0_a0.1_024.gff
2517	N	N	7.097	6.601	6.305	0.296	1.0	0.1	s20_t1.0_a0.1_025.gff
303	N	N	2.547	3.012	2.850	0.162	1.0	0.1	s20_t1.0_a0.1_026.gff
223	N	N	7.624	2.986	2.825	0.161	1.0	0.1	s20_t1.0_a0.1_027.gff
91	N	N	4.131	2.549	2.408	0.141	1.0	0.1	s20_t1.0_a0.1_028.gff
111	N	N	3.380	2.623	2.464	0.159	1.0	0.1	s20_t1.0_a0.1_029.gff
2540	N	N	3.956	6.622	6.334	0.288	1.0	0.1	s20_t1.0_a0.1_030.gff
4778	N	N	7.813	10.657	10.258	0.399	1.0	0.1	s20_t1.0_a0.1_031.gff
61	N	N	3.374	2.558	2.410	0.148	1.0	0.1	s20_t1.0_a0.1_032.gff
128	N	N	1.698	2.742	2.585	0.157	1.0	0.1	s20_t1.0_a0.1_033.gff
506	N	N	2.388	3.458	3.290	0.168	1.0	0.1	s20_t1.0_a0.1_034.gff
479	N	N	3.676	3.527	3.325	0.202	1.0	0.1	s20_t1.0_a0.1_035.gff
106	N	N	3.684	2.803	2.651	0.152	1.0	0.1	s20_t1.0_a0.1_036.gff
3657	N	N	6.014	8.826	8.444	0.382	1.0	0.1	s20_t1.0_a0.1_037.gff
