# Starting date:             2014-12-08 01:24:14
# Cluster job name:          fribourg.m1.m2.20t600m1
# Cluster job ID:            1617000
# Cluster node:              hnode35
# Cluster queue:             mpi.q
# Complementation algorithm: fribourg -m1 -m2
# Data:                      20.tar.gz
# Memory limit (Java heap):  1G
# Timeout (CPU time):        600s
states	t_out	m_out	real_t	tcpu_t	ucpu_t	scpu_t	dt	da	file
467	N	N	1.919	3.280	3.117	0.163	1.0	0.1	s20_t1.0_a0.1_001.gff
769	N	N	2.235	3.804	3.633	0.171	1.0	0.1	s20_t1.0_a0.1_002.gff
25296	N	N	99.905	107.728	107.246	0.482	1.0	0.1	s20_t1.0_a0.1_003.gff
3859	N	N	5.770	10.219	9.898	0.321	1.0	0.1	s20_t1.0_a0.1_004.gff
3115	N	N	4.503	8.121	7.843	0.278	1.0	0.1	s20_t1.0_a0.1_005.gff
439	N	N	1.999	3.247	3.080	0.167	1.0	0.1	s20_t1.0_a0.1_006.gff
238	N	N	2.054	3.009	2.858	0.151	1.0	0.1	s20_t1.0_a0.1_007.gff
54	N	N	2.214	2.556	2.401	0.155	1.0	0.1	s20_t1.0_a0.1_008.gff
54	N	N	1.972	2.513	2.369	0.144	1.0	0.1	s20_t1.0_a0.1_009.gff
86	N	N	1.944	2.617	2.465	0.152	1.0	0.1	s20_t1.0_a0.1_010.gff
397	N	N	1.990	3.201	3.036	0.165	1.0	0.1	s20_t1.0_a0.1_011.gff
95	N	N	3.858	2.677	2.534	0.143	1.0	0.1	s20_t1.0_a0.1_012.gff
48	N	N	2.324	2.497	2.355	0.142	1.0	0.1	s20_t1.0_a0.1_013.gff
466	N	N	1.964	3.409	3.237	0.172	1.0	0.1	s20_t1.0_a0.1_014.gff
120	N	N	2.413	2.659	2.530	0.129	1.0	0.1	s20_t1.0_a0.1_015.gff
4990	N	N	7.074	11.594	11.326	0.268	1.0	0.1	s20_t1.0_a0.1_016.gff
71	N	N	2.420	2.561	2.446	0.115	1.0	0.1	s20_t1.0_a0.1_017.gff
7325	N	N	10.996	16.111	15.765	0.346	1.0	0.1	s20_t1.0_a0.1_018.gff
1445	N	N	2.855	5.046	4.814	0.232	1.0	0.1	s20_t1.0_a0.1_019.gff
6	N	N	1.432	2.380	2.238	0.142	1.0	0.1	s20_t1.0_a0.1_020.gff
832	N	N	2.409	3.925	3.745	0.180	1.0	0.1	s20_t1.0_a0.1_021.gff
1511	N	N	3.280	5.146	4.929	0.217	1.0	0.1	s20_t1.0_a0.1_022.gff
6209	N	N	9.286	12.723	12.416	0.307	1.0	0.1	s20_t1.0_a0.1_023.gff
73	N	N	3.749	2.499	2.358	0.141	1.0	0.1	s20_t1.0_a0.1_024.gff
2473	N	N	5.174	7.208	6.947	0.261	1.0	0.1	s20_t1.0_a0.1_025.gff
301	N	N	2.463	3.103	2.947	0.156	1.0	0.1	s20_t1.0_a0.1_026.gff
223	N	N	1.734	3.036	2.894	0.142	1.0	0.1	s20_t1.0_a0.1_027.gff
91	N	N	2.120	2.584	2.442	0.142	1.0	0.1	s20_t1.0_a0.1_028.gff
111	N	N	2.804	2.729	2.604	0.125	1.0	0.1	s20_t1.0_a0.1_029.gff
2399	N	N	3.990	6.612	6.372	0.240	1.0	0.1	s20_t1.0_a0.1_030.gff
4312	N	N	6.858	10.676	10.334	0.342	1.0	0.1	s20_t1.0_a0.1_031.gff
61	N	N	3.135	2.526	2.380	0.146	1.0	0.1	s20_t1.0_a0.1_032.gff
127	N	N	1.806	2.764	2.624	0.140	1.0	0.1	s20_t1.0_a0.1_033.gff
496	N	N	3.061	3.388	3.232	0.156	1.0	0.1	s20_t1.0_a0.1_034.gff
467	N	N	1.916	3.324	3.179	0.145	1.0	0.1	s20_t1.0_a0.1_035.gff
106	N	N	1.895	2.672	2.535	0.137	1.0	0.1	s20_t1.0_a0.1_036.gff
3556	N	N	5.541	9.690	9.424	0.266	1.0	0.1	s20_t1.0_a0.1_037.gff
507	N	N	3.597	3.535	3.363	0.172	1.0	0.1	s20_t1.0_a0.1_038.gff
810	N	N	6.683	3.919	3.721	0.198	1.0	0.1	s20_t1.0_a0.1_039.gff
126	N	N	3.701	2.816	2.669	0.147	1.0	0.1	s20_t1.0_a0.1_040.gff
876	N	N	3.079	3.929	3.737	0.192	1.0	0.1	s20_t1.0_a0.1_041.gff
313	N	N	2.883	3.161	3.017	0.144	1.0	0.1	s20_t1.0_a0.1_042.gff
4596	N	N	6.520	11.058	10.736	0.322	1.0	0.1	s20_t1.0_a0.1_043.gff
812	N	N	3.763	3.892	3.720	0.172	1.0	0.1	s20_t1.0_a0.1_044.gff
10628	N	N	22.003	23.749	23.408	0.341	1.0	0.1	s20_t1.0_a0.1_045.gff
10524	N	N	17.821	23.480	23.117	0.363	1.0	0.1	s20_t1.0_a0.1_046.gff
2795	N	N	4.422	8.549	8.267	0.282	1.0	0.1	s20_t1.0_a0.1_047.gff
501	N	N	2.821	3.448	3.278	0.170	1.0	0.1	s20_t1.0_a0.1_048.gff
2760	N	N	5.001	7.893	7.611	0.282	1.0	0.1	s20_t1.0_a0.1_049.gff
235	N	N	1.835	3.009	2.851	0.158	1.0	0.1	s20_t1.0_a0.1_050.gff
3127	N	N	5.525	7.181	6.902	0.279	1.0	0.1	s20_t1.0_a0.1_051.gff
59	N	N	1.502	2.525	2.366	0.159	1.0	0.1	s20_t1.0_a0.1_052.gff
589	N	N	2.005	3.632	3.456	0.176	1.0	0.1	s20_t1.0_a0.1_053.gff
17	N	N	1.904	2.388	2.240	0.148	1.0	0.1	s20_t1.0_a0.1_054.gff
25	N	N	1.350	2.332	2.183	0.149	1.0	0.1	s20_t1.0_a0.1_055.gff
216	N	N	1.799	2.896	2.773	0.123	1.0	0.1	s20_t1.0_a0.1_056.gff
846	N	N	3.407	4.281	4.080	0.201	1.0	0.1	s20_t1.0_a0.1_057.gff
235	N	N	2.216	2.959	2.810	0.149	1.0	0.1	s20_t1.0_a0.1_058.gff
1560	N	N	4.153	5.389	5.131	0.258	1.0	0.1	s20_t1.0_a0.1_059.gff
1002	N	N	2.675	4.132	3.953	0.179	1.0	0.1	s20_t1.0_a0.1_060.gff
3426	N	N	7.008	9.051	8.763	0.288	1.0	0.1	s20_t1.0_a0.1_061.gff
80	N	N	3.409	2.552	2.403	0.149	1.0	0.1	s20_t1.0_a0.1_062.gff
249	N	N	1.778	2.917	2.747	0.170	1.0	0.1	s20_t1.0_a0.1_063.gff
4069	N	N	6.945	10.345	10.049	0.296	1.0	0.1	s20_t1.0_a0.1_064.gff
309	N	N	4.242	3.011	2.860	0.151	1.0	0.1	s20_t1.0_a0.1_065.gff
985	N	N	6.680	4.059	3.856	0.203	1.0	0.1	s20_t1.0_a0.1_066.gff
731	N	N	3.416	3.741	3.519	0.222	1.0	0.1	s20_t1.0_a0.1_067.gff
468	N	N	2.965	3.331	3.182	0.149	1.0	0.1	s20_t1.0_a0.1_068.gff
320	N	N	2.807	3.149	2.987	0.162	1.0	0.1	s20_t1.0_a0.1_069.gff
56	N	N	1.556	2.530	2.376	0.154	1.0	0.1	s20_t1.0_a0.1_070.gff
897	N	N	2.576	4.413	4.194	0.219	1.0	0.1	s20_t1.0_a0.1_071.gff
232	N	N	2.443	3.012	2.873	0.139	1.0	0.1	s20_t1.0_a0.1_072.gff
