# Starting date:             2014-12-15 13:49:55
# Cluster job name:          rank.tr.ro.15_03_of_10
# Cluster job ID:            181155
# Cluster node:              hnode30
# Cluster queue:             mpi.q
# Complementation algorithm: rank -tr -ro
# Data:                      15.03_of_10.tar.gz
# Memory limit (Java heap):  1G
# Timeout (CPU time):        600s
states	t_out	m_out	real_t	tcpu_t	ucpu_t	scpu_t	dt	da	file
NA	Y	N	597.518	601.680	600.621	1.059	1.4	0.3	s15_t1.4_a0.3_001.gff
7750	N	N	10.970	17.631	17.273	0.358	1.4	0.3	s15_t1.4_a0.3_002.gff
NA	Y	N	372.751	601.951	600.455	1.496	1.4	0.3	s15_t1.4_a0.3_003.gff
14409	N	N	15.779	23.980	23.527	0.453	1.4	0.3	s15_t1.4_a0.3_004.gff
38755	N	N	40.822	52.603	51.965	0.638	1.4	0.3	s15_t1.4_a0.3_005.gff
90404	N	N	259.314	306.003	304.719	1.284	1.4	0.3	s15_t1.4_a0.3_006.gff
NA	Y	N	528.268	601.723	600.516	1.207	1.4	0.3	s15_t1.4_a0.3_007.gff
62734	N	N	91.329	118.251	117.354	0.897	1.4	0.3	s15_t1.4_a0.3_008.gff
14991	N	N	19.418	28.568	28.091	0.477	1.4	0.3	s15_t1.4_a0.3_009.gff
NA	Y	N	568.919	601.693	600.327	1.366	1.4	0.3	s15_t1.4_a0.3_010.gff
NA	Y	N	599.273	601.656	600.607	1.049	1.4	0.3	s15_t1.4_a0.3_011.gff
NA	Y	N	572.587	601.461	599.983	1.478	1.4	0.3	s15_t1.4_a0.3_012.gff
16489	N	N	28.444	38.344	37.813	0.531	1.4	0.3	s15_t1.4_a0.3_013.gff
NA	Y	N	459.716	602.236	599.871	2.365	1.4	0.3	s15_t1.4_a0.3_014.gff
NA	Y	N	331.567	602.873	601.311	1.562	1.4	0.3	s15_t1.4_a0.3_015.gff
NA	Y	N	600.623	601.496	600.645	0.851	1.4	0.3	s15_t1.4_a0.3_016.gff
2089	N	N	3.845	6.776	6.500	0.276	1.4	0.3	s15_t1.4_a0.3_017.gff
66684	N	N	89.240	122.839	121.840	0.999	1.4	0.3	s15_t1.4_a0.3_018.gff
NA	Y	N	580.873	601.816	600.064	1.752	1.4	0.3	s15_t1.4_a0.3_019.gff
NA	Y	N	584.955	601.858	600.525	1.333	1.4	0.3	s15_t1.4_a0.3_020.gff
NA	Y	N	425.693	602.283	600.863	1.420	1.4	0.3	s15_t1.4_a0.3_021.gff
4579	N	N	7.676	12.155	11.786	0.369	1.4	0.3	s15_t1.4_a0.3_022.gff
NA	Y	N	591.646	601.668	600.841	0.827	1.4	0.3	s15_t1.4_a0.3_023.gff
18	N	N	1.440	2.519	2.385	0.134	1.4	0.3	s15_t1.4_a0.3_024.gff
NA	N	Y	131.123	174.874	173.065	1.809	1.4	0.3	s15_t1.4_a0.3_025.gff
14613	N	N	15.224	22.982	22.562	0.420	1.4	0.3	s15_t1.4_a0.3_026.gff
NA	Y	N	550.920	601.680	600.440	1.240	1.4	0.3	s15_t1.4_a0.3_027.gff
NA	Y	N	579.653	601.920	600.340	1.580	1.4	0.3	s15_t1.4_a0.3_028.gff
12462	N	N	14.685	23.180	22.755	0.425	1.4	0.3	s15_t1.4_a0.3_029.gff
6621	N	N	10.362	16.452	16.082	0.370	1.4	0.3	s15_t1.4_a0.3_030.gff
NA	Y	N	433.126	602.227	600.857	1.370	1.4	0.3	s15_t1.4_a0.3_031.gff
1858	N	N	3.507	6.137	5.910	0.227	1.4	0.3	s15_t1.4_a0.3_032.gff
NA	Y	N	586.088	601.863	600.332	1.531	1.4	0.3	s15_t1.4_a0.3_033.gff
NA	Y	N	579.003	601.980	600.564	1.416	1.4	0.3	s15_t1.4_a0.3_034.gff
NA	Y	N	580.799	601.793	600.580	1.213	1.4	0.3	s15_t1.4_a0.3_035.gff
NA	Y	N	549.516	602.018	600.798	1.220	1.4	0.3	s15_t1.4_a0.3_036.gff
NA	Y	N	457.857	602.152	600.853	1.299	1.4	0.3	s15_t1.4_a0.3_037.gff
