# Starting date:             2014-12-08 01:19:00
# Cluster job name:          fribourg.20t1200m2_1_of_5
# Cluster job ID:            1616734
# Cluster node:              hnode15
# Cluster queue:             mpi.q
# Complementation algorithm: fribourg
# Data:                      20.1_of_5.tar.gz
# Memory limit (Java heap):  2G
# Timeout (CPU time):        1200s
states	t_out	m_out	real_t	tcpu_t	ucpu_t	scpu_t	dt	da	file
592	N	N	1.929	3.574	3.384	0.190	1.0	0.1	s20_t1.0_a0.1_001.gff
1006	N	N	3.036	4.737	4.517	0.220	1.0	0.1	s20_t1.0_a0.1_002.gff
NA	Y	N	1204.908	1202.315	1200.957	1.358	1.0	0.1	s20_t1.0_a0.1_003.gff
7772	N	N	14.257	16.108	15.701	0.407	1.0	0.1	s20_t1.0_a0.1_004.gff
5300	N	N	7.841	11.408	10.996	0.412	1.0	0.1	s20_t1.0_a0.1_005.gff
655	N	N	2.030	3.540	3.357	0.183	1.0	0.1	s20_t1.0_a0.1_006.gff
285	N	N	2.016	3.130	2.976	0.154	1.0	0.1	s20_t1.0_a0.1_007.gff
54	N	N	1.701	2.483	2.338	0.145	1.0	0.1	s20_t1.0_a0.1_008.gff
54	N	N	2.303	2.538	2.383	0.155	1.0	0.1	s20_t1.0_a0.1_009.gff
86	N	N	3.147	2.666	2.504	0.162	1.0	0.1	s20_t1.0_a0.1_010.gff
472	N	N	1.978	3.386	3.209	0.177	1.0	0.1	s20_t1.0_a0.1_011.gff
95	N	N	1.701	2.670	2.520	0.150	1.0	0.1	s20_t1.0_a0.1_012.gff
48	N	N	1.507	2.476	2.340	0.136	1.0	0.1	s20_t1.0_a0.1_013.gff
618	N	N	2.044	3.520	3.339	0.181	1.0	0.1	s20_t1.0_a0.1_014.gff
120	N	N	1.897	2.722	2.564	0.158	1.0	0.1	s20_t1.0_a0.1_015.gff
9592	N	N	15.575	19.853	19.413	0.440	1.0	0.1	s20_t1.0_a0.1_016.gff
71	N	N	1.592	2.552	2.412	0.140	1.0	0.1	s20_t1.0_a0.1_017.gff
12711	N	N	26.361	30.935	30.422	0.513	1.0	0.1	s20_t1.0_a0.1_018.gff
2231	N	N	3.301	6.112	5.848	0.264	1.0	0.1	s20_t1.0_a0.1_019.gff
6	N	N	1.486	2.360	2.216	0.144	1.0	0.1	s20_t1.0_a0.1_020.gff
1259	N	N	3.115	5.281	5.054	0.227	1.0	0.1	s20_t1.0_a0.1_021.gff
2559	N	N	4.180	6.776	6.489	0.287	1.0	0.1	s20_t1.0_a0.1_022.gff
11367	N	N	20.109	24.078	23.640	0.438	1.0	0.1	s20_t1.0_a0.1_023.gff
82	N	N	1.461	2.477	2.333	0.144	1.0	0.1	s20_t1.0_a0.1_024.gff
3859	N	N	5.918	8.272	7.893	0.379	1.0	0.1	s20_t1.0_a0.1_025.gff
326	N	N	1.796	3.081	2.937	0.144	1.0	0.1	s20_t1.0_a0.1_026.gff
