# Starting date:             2015-05-15 17:47:41
# Cluster job name:          fribourg.m1.r2c.goal
# Cluster job ID:            7348683
# Cluster node:              hnode17
# Cluster queue:             mpi.q
# Algorithm:                 fribourg -m1 -r2c
# Input data:                goal.tar.gz
# Memory limit (Java heap):  1G
# Timeout (CPU time):        600s
states,t_out,m_out,real_t,cpu_t,dt,da,file
838,N,N,2.132,3.744,1.0,0.1,s15_t1.0_a0.1_001.gff
469,N,N,2.145,3.375,1.0,0.1,s15_t1.0_a0.1_002.gff
32,N,N,1.392,2.377,1.0,0.1,s15_t1.0_a0.1_003.gff
1072,N,N,2.195,4.085,1.0,0.1,s15_t1.0_a0.1_004.gff
1887,N,N,3.079,5.644,1.0,0.1,s15_t1.0_a0.1_005.gff
74,N,N,1.339,2.453,1.0,0.1,s15_t1.0_a0.1_006.gff
504,N,N,1.779,3.365,1.0,0.1,s15_t1.0_a0.1_007.gff
100,N,N,1.369,2.521,1.0,0.1,s15_t1.0_a0.1_008.gff
353,N,N,1.642,3.055,1.0,0.1,s15_t1.0_a0.1_009.gff
225,N,N,1.512,2.835,1.0,0.1,s15_t1.0_a0.1_010.gff
59,N,N,1.327,2.472,1.0,0.1,s15_t1.0_a0.1_011.gff
131,N,N,1.501,2.677,1.0,0.1,s15_t1.0_a0.1_012.gff
20,N,N,1.305,2.318,1.0,0.1,s15_t1.0_a0.1_013.gff
356,N,N,1.742,3.132,1.0,0.1,s15_t1.0_a0.1_014.gff
105,N,N,1.465,2.583,1.0,0.1,s15_t1.0_a0.1_015.gff
2775,N,N,3.874,6.684,1.0,0.1,s15_t1.0_a0.1_016.gff
213,N,N,1.514,2.764,1.0,0.1,s15_t1.0_a0.1_017.gff
32,N,N,1.305,2.307,1.0,0.1,s15_t1.0_a0.1_018.gff
35,N,N,1.477,2.369,1.0,0.1,s15_t1.0_a0.1_019.gff
280,N,N,1.673,3.010,1.0,0.1,s15_t1.0_a0.1_020.gff
1435,N,N,2.650,5.193,1.0,0.1,s15_t1.0_a0.1_021.gff
122,N,N,1.381,2.558,1.0,0.1,s15_t1.0_a0.1_022.gff
35,N,N,1.364,2.346,1.0,0.1,s15_t1.0_a0.1_023.gff
305,N,N,1.767,2.999,1.0,0.1,s15_t1.0_a0.1_024.gff
55,N,N,1.390,2.434,1.0,0.1,s15_t1.0_a0.1_025.gff
34,N,N,1.418,2.339,1.0,0.1,s15_t1.0_a0.1_026.gff
148,N,N,1.545,2.691,1.0,0.1,s15_t1.0_a0.1_027.gff
204,N,N,1.558,2.854,1.0,0.1,s15_t1.0_a0.1_028.gff
688,N,N,1.979,3.607,1.0,0.1,s15_t1.0_a0.1_029.gff
3879,N,N,4.957,8.409,1.0,0.1,s15_t1.0_a0.1_030.gff
261,N,N,1.639,2.951,1.0,0.1,s15_t1.0_a0.1_031.gff
70,N,N,1.343,2.441,1.0,0.1,s15_t1.0_a0.1_032.gff
244,N,N,1.638,2.852,1.0,0.1,s15_t1.0_a0.1_033.gff
772,N,N,2.509,3.721,1.0,0.1,s15_t1.0_a0.1_034.gff
1339,N,N,2.467,5.170,1.0,0.1,s15_t1.0_a0.1_035.gff
2308,N,N,3.303,6.409,1.0,0.1,s15_t1.0_a0.1_036.gff
65,N,N,1.328,2.439,1.0,0.1,s15_t1.0_a0.1_037.gff
668,N,N,1.923,3.694,1.0,0.1,s15_t1.0_a0.1_038.gff
30,N,N,1.250,2.323,1.0,0.1,s15_t1.0_a0.1_039.gff
60,N,N,1.325,2.427,1.0,0.1,s15_t1.0_a0.1_040.gff
65,N,N,1.319,2.392,1.0,0.1,s15_t1.0_a0.1_041.gff
89,N,N,1.353,2.470,1.0,0.1,s15_t1.0_a0.1_042.gff
190,N,N,1.537,2.798,1.0,0.1,s15_t1.0_a0.1_043.gff
2541,N,N,3.467,6.089,1.0,0.1,s15_t1.0_a0.1_044.gff
1366,N,N,2.487,4.990,1.0,0.1,s15_t1.0_a0.1_045.gff
682,N,N,1.926,3.638,1.0,0.1,s15_t1.0_a0.1_046.gff
266,N,N,1.685,2.946,1.0,0.1,s15_t1.0_a0.1_047.gff
83,N,N,1.783,2.539,1.0,0.1,s15_t1.0_a0.1_048.gff
465,N,N,2.383,3.198,1.0,0.1,s15_t1.0_a0.1_049.gff
266,N,N,1.721,2.923,1.0,0.1,s15_t1.0_a0.1_050.gff
16,N,N,1.247,2.327,1.0,0.1,s15_t1.0_a0.1_051.gff
73,N,N,1.380,2.491,1.0,0.1,s15_t1.0_a0.1_052.gff
196,N,N,1.510,2.812,1.0,0.1,s15_t1.0_a0.1_053.gff
26,N,N,1.402,2.370,1.0,0.1,s15_t1.0_a0.1_054.gff
225,N,N,1.643,2.909,1.0,0.1,s15_t1.0_a0.1_055.gff
348,N,N,1.712,3.060,1.0,0.1,s15_t1.0_a0.1_056.gff
526,N,N,1.791,3.416,1.0,0.1,s15_t1.0_a0.1_057.gff
3545,N,N,4.377,8.273,1.0,0.1,s15_t1.0_a0.1_058.gff
137,N,N,1.385,2.553,1.0,0.1,s15_t1.0_a0.1_059.gff
89,N,N,1.786,2.443,1.0,0.1,s15_t1.0_a0.1_060.gff
118,N,N,1.405,2.590,1.0,0.1,s15_t1.0_a0.1_061.gff
2352,N,N,3.773,6.388,1.0,0.1,s15_t1.0_a0.1_062.gff
223,N,N,1.699,2.869,1.0,0.1,s15_t1.0_a0.1_063.gff
445,N,N,1.706,3.105,1.0,0.1,s15_t1.0_a0.1_064.gff
1233,N,N,2.410,5.125,1.0,0.1,s15_t1.0_a0.1_065.gff
4,N,N,2.419,2.305,1.0,0.1,s15_t1.0_a0.1_066.gff
329,N,N,1.747,3.112,1.0,0.1,s15_t1.0_a0.1_067.gff
85,N,N,1.351,2.474,1.0,0.1,s15_t1.0_a0.1_068.gff
686,N,N,2.007,3.605,1.0,0.1,s15_t1.0_a0.1_069.gff
47,N,N,1.374,2.380,1.0,0.1,s15_t1.0_a0.1_070.gff
28,N,N,1.463,2.361,1.0,0.1,s15_t1.0_a0.1_071.gff
66,N,N,1.439,2.505,1.0,0.1,s15_t1.0_a0.1_072.gff
1969,N,N,3.051,5.979,1.0,0.1,s15_t1.0_a0.1_073.gff
144,N,N,1.404,2.571,1.0,0.1,s15_t1.0_a0.1_074.gff
82,N,N,1.353,2.494,1.0,0.1,s15_t1.0_a0.1_075.gff
4045,N,N,5.975,9.484,1.0,0.1,s15_t1.0_a0.1_076.gff
183,N,N,1.489,2.780,1.0,0.1,s15_t1.0_a0.1_077.gff
1885,N,N,2.872,5.760,1.0,0.1,s15_t1.0_a0.1_078.gff
44,N,N,1.410,2.431,1.0,0.1,s15_t1.0_a0.1_079.gff
495,N,N,1.773,3.320,1.0,0.1,s15_t1.0_a0.1_080.gff
247,N,N,1.559,2.894,1.0,0.1,s15_t1.0_a0.1_081.gff
1218,N,N,2.381,4.824,1.0,0.1,s15_t1.0_a0.1_082.gff
245,N,N,1.539,2.875,1.0,0.1,s15_t1.0_a0.1_083.gff
232,N,N,1.608,2.848,1.0,0.1,s15_t1.0_a0.1_084.gff
2589,N,N,3.752,7.111,1.0,0.1,s15_t1.0_a0.1_085.gff
58,N,N,1.307,2.396,1.0,0.1,s15_t1.0_a0.1_086.gff
57,N,N,1.381,2.411,1.0,0.1,s15_t1.0_a0.1_087.gff
192,N,N,1.497,2.769,1.0,0.1,s15_t1.0_a0.1_088.gff
1373,N,N,2.473,5.112,1.0,0.1,s15_t1.0_a0.1_089.gff
131,N,N,1.435,2.625,1.0,0.1,s15_t1.0_a0.1_090.gff
1242,N,N,2.625,5.093,1.0,0.1,s15_t1.0_a0.1_091.gff
261,N,N,1.607,2.943,1.0,0.1,s15_t1.0_a0.1_092.gff
521,N,N,1.862,3.464,1.0,0.1,s15_t1.0_a0.1_093.gff
3229,N,N,4.694,7.685,1.0,0.1,s15_t1.0_a0.1_094.gff
725,N,N,1.899,3.639,1.0,0.1,s15_t1.0_a0.1_095.gff
78,N,N,1.457,2.454,1.0,0.1,s15_t1.0_a0.1_096.gff
6,N,N,1.397,2.291,1.0,0.1,s15_t1.0_a0.1_097.gff
428,N,N,1.721,3.123,1.0,0.1,s15_t1.0_a0.1_098.gff
60,N,N,1.368,2.452,1.0,0.1,s15_t1.0_a0.1_099.gff
85,N,N,1.344,2.435,1.0,0.1,s15_t1.0_a0.1_100.gff
116,N,N,1.486,2.603,1.0,0.2,s15_t1.0_a0.2_001.gff
392,N,N,1.707,3.139,1.0,0.2,s15_t1.0_a0.2_002.gff
17,N,N,1.262,2.305,1.0,0.2,s15_t1.0_a0.2_003.gff
426,N,N,1.750,3.110,1.0,0.2,s15_t1.0_a0.2_004.gff
369,N,N,2.582,3.052,1.0,0.2,s15_t1.0_a0.2_005.gff
62,N,N,1.938,2.407,1.0,0.2,s15_t1.0_a0.2_006.gff
50,N,N,2.026,2.401,1.0,0.2,s15_t1.0_a0.2_007.gff
275,N,N,1.869,2.972,1.0,0.2,s15_t1.0_a0.2_008.gff
90,N,N,1.348,2.452,1.0,0.2,s15_t1.0_a0.2_009.gff
54,N,N,1.461,2.414,1.0,0.2,s15_t1.0_a0.2_010.gff
155,N,N,1.534,2.673,1.0,0.2,s15_t1.0_a0.2_011.gff
5026,N,N,6.708,10.220,1.0,0.2,s15_t1.0_a0.2_012.gff
21,N,N,1.253,2.330,1.0,0.2,s15_t1.0_a0.2_013.gff
38,N,N,1.282,2.375,1.0,0.2,s15_t1.0_a0.2_014.gff
442,N,N,1.728,3.165,1.0,0.2,s15_t1.0_a0.2_015.gff
199,N,N,1.492,2.741,1.0,0.2,s15_t1.0_a0.2_016.gff
204,N,N,1.493,2.793,1.0,0.2,s15_t1.0_a0.2_017.gff
2689,N,N,4.116,6.974,1.0,0.2,s15_t1.0_a0.2_018.gff
90,N,N,1.385,2.406,1.0,0.2,s15_t1.0_a0.2_019.gff
40,N,N,1.455,2.414,1.0,0.2,s15_t1.0_a0.2_020.gff
324,N,N,1.637,3.035,1.0,0.2,s15_t1.0_a0.2_021.gff
771,N,N,1.988,3.751,1.0,0.2,s15_t1.0_a0.2_022.gff
555,N,N,2.301,3.578,1.0,0.2,s15_t1.0_a0.2_023.gff
1163,N,N,4.089,4.912,1.0,0.2,s15_t1.0_a0.2_024.gff
66,N,N,1.480,2.422,1.0,0.2,s15_t1.0_a0.2_025.gff
190,N,N,1.739,2.728,1.0,0.2,s15_t1.0_a0.2_026.gff
315,N,N,1.636,3.026,1.0,0.2,s15_t1.0_a0.2_027.gff
154,N,N,1.547,2.714,1.0,0.2,s15_t1.0_a0.2_028.gff
32,N,N,1.322,2.366,1.0,0.2,s15_t1.0_a0.2_029.gff
8,N,N,2.656,2.336,1.0,0.2,s15_t1.0_a0.2_030.gff
883,N,N,2.120,4.307,1.0,0.2,s15_t1.0_a0.2_031.gff
264,N,N,1.603,2.928,1.0,0.2,s15_t1.0_a0.2_032.gff
277,N,N,1.686,2.882,1.0,0.2,s15_t1.0_a0.2_033.gff
381,N,N,2.037,3.111,1.0,0.2,s15_t1.0_a0.2_034.gff
2652,N,N,3.769,6.828,1.0,0.2,s15_t1.0_a0.2_035.gff
63,N,N,1.303,2.404,1.0,0.2,s15_t1.0_a0.2_036.gff
118,N,N,1.658,2.576,1.0,0.2,s15_t1.0_a0.2_037.gff
373,N,N,1.660,3.062,1.0,0.2,s15_t1.0_a0.2_038.gff
121,N,N,4.532,2.556,1.0,0.2,s15_t1.0_a0.2_039.gff
824,N,N,1.964,3.643,1.0,0.2,s15_t1.0_a0.2_040.gff
325,N,N,1.632,3.008,1.0,0.2,s15_t1.0_a0.2_041.gff
20,N,N,1.410,2.349,1.0,0.2,s15_t1.0_a0.2_042.gff
134,N,N,1.483,2.718,1.0,0.2,s15_t1.0_a0.2_043.gff
497,N,N,1.783,3.310,1.0,0.2,s15_t1.0_a0.2_044.gff
419,N,N,1.782,3.146,1.0,0.2,s15_t1.0_a0.2_045.gff
847,N,N,2.091,3.688,1.0,0.2,s15_t1.0_a0.2_046.gff
3358,N,N,5.139,8.296,1.0,0.2,s15_t1.0_a0.2_047.gff
39,N,N,1.245,2.286,1.0,0.2,s15_t1.0_a0.2_048.gff
532,N,N,1.844,3.487,1.0,0.2,s15_t1.0_a0.2_049.gff
902,N,N,2.173,3.861,1.0,0.2,s15_t1.0_a0.2_050.gff
361,N,N,1.823,3.091,1.0,0.2,s15_t1.0_a0.2_051.gff
187,N,N,1.618,2.750,1.0,0.2,s15_t1.0_a0.2_052.gff
481,N,N,1.892,3.328,1.0,0.2,s15_t1.0_a0.2_053.gff
1410,N,N,3.278,5.196,1.0,0.2,s15_t1.0_a0.2_054.gff
683,N,N,1.896,3.667,1.0,0.2,s15_t1.0_a0.2_055.gff
456,N,N,1.698,3.092,1.0,0.2,s15_t1.0_a0.2_056.gff
90,N,N,1.532,2.470,1.0,0.2,s15_t1.0_a0.2_057.gff
64,N,N,1.316,2.372,1.0,0.2,s15_t1.0_a0.2_058.gff
28,N,N,1.230,2.310,1.0,0.2,s15_t1.0_a0.2_059.gff
1273,N,N,2.456,4.259,1.0,0.2,s15_t1.0_a0.2_060.gff
29,N,N,1.247,2.278,1.0,0.2,s15_t1.0_a0.2_061.gff
219,N,N,1.708,2.795,1.0,0.2,s15_t1.0_a0.2_062.gff
199,N,N,1.670,2.764,1.0,0.2,s15_t1.0_a0.2_063.gff
79,N,N,1.664,2.526,1.0,0.2,s15_t1.0_a0.2_064.gff
99,N,N,1.518,2.494,1.0,0.2,s15_t1.0_a0.2_065.gff
1045,N,N,2.214,4.009,1.0,0.2,s15_t1.0_a0.2_066.gff
1094,N,N,2.161,4.009,1.0,0.2,s15_t1.0_a0.2_067.gff
88,N,N,1.357,2.503,1.0,0.2,s15_t1.0_a0.2_068.gff
336,N,N,1.904,3.001,1.0,0.2,s15_t1.0_a0.2_069.gff
228,N,N,2.431,2.899,1.0,0.2,s15_t1.0_a0.2_070.gff
64,N,N,1.379,2.427,1.0,0.2,s15_t1.0_a0.2_071.gff
386,N,N,1.880,3.108,1.0,0.2,s15_t1.0_a0.2_072.gff
16,N,N,1.426,2.301,1.0,0.2,s15_t1.0_a0.2_073.gff
943,N,N,2.360,3.979,1.0,0.2,s15_t1.0_a0.2_074.gff
361,N,N,1.903,3.064,1.0,0.2,s15_t1.0_a0.2_075.gff
291,N,N,1.847,2.974,1.0,0.2,s15_t1.0_a0.2_076.gff
65,N,N,1.528,2.460,1.0,0.2,s15_t1.0_a0.2_077.gff
109,N,N,1.990,2.606,1.0,0.2,s15_t1.0_a0.2_078.gff
51,N,N,1.387,2.460,1.0,0.2,s15_t1.0_a0.2_079.gff
1947,N,N,3.084,5.815,1.0,0.2,s15_t1.0_a0.2_080.gff
931,N,N,2.090,3.886,1.0,0.2,s15_t1.0_a0.2_081.gff
762,N,N,1.979,3.691,1.0,0.2,s15_t1.0_a0.2_082.gff
124,N,N,1.508,2.568,1.0,0.2,s15_t1.0_a0.2_083.gff
94,N,N,1.351,2.474,1.0,0.2,s15_t1.0_a0.2_084.gff
28,N,N,1.267,2.367,1.0,0.2,s15_t1.0_a0.2_085.gff
813,N,N,2.003,3.740,1.0,0.2,s15_t1.0_a0.2_086.gff
1604,N,N,2.702,5.346,1.0,0.2,s15_t1.0_a0.2_087.gff
1282,N,N,2.401,4.902,1.0,0.2,s15_t1.0_a0.2_088.gff
208,N,N,1.673,2.803,1.0,0.2,s15_t1.0_a0.2_089.gff
40,N,N,1.279,2.378,1.0,0.2,s15_t1.0_a0.2_090.gff
108,N,N,1.507,2.638,1.0,0.2,s15_t1.0_a0.2_091.gff
102,N,N,1.477,2.528,1.0,0.2,s15_t1.0_a0.2_092.gff
356,N,N,1.771,3.052,1.0,0.2,s15_t1.0_a0.2_093.gff
588,N,N,2.121,3.466,1.0,0.2,s15_t1.0_a0.2_094.gff
150,N,N,2.049,2.734,1.0,0.2,s15_t1.0_a0.2_095.gff
92,N,N,1.357,2.507,1.0,0.2,s15_t1.0_a0.2_096.gff
479,N,N,2.113,3.323,1.0,0.2,s15_t1.0_a0.2_097.gff
691,N,N,2.276,3.501,1.0,0.2,s15_t1.0_a0.2_098.gff
69,N,N,1.551,2.484,1.0,0.2,s15_t1.0_a0.2_099.gff
169,N,N,1.573,2.739,1.0,0.2,s15_t1.0_a0.2_100.gff
75,N,N,1.363,2.470,1.0,0.3,s15_t1.0_a0.3_001.gff
121,N,N,1.507,2.643,1.0,0.3,s15_t1.0_a0.3_002.gff
349,N,N,1.799,3.124,1.0,0.3,s15_t1.0_a0.3_003.gff
411,N,N,1.799,3.230,1.0,0.3,s15_t1.0_a0.3_004.gff
1672,N,N,2.792,5.648,1.0,0.3,s15_t1.0_a0.3_005.gff
301,N,N,1.691,3.003,1.0,0.3,s15_t1.0_a0.3_006.gff
104,N,N,1.418,2.532,1.0,0.3,s15_t1.0_a0.3_007.gff
266,N,N,1.596,2.901,1.0,0.3,s15_t1.0_a0.3_008.gff
565,N,N,2.053,3.375,1.0,0.3,s15_t1.0_a0.3_009.gff
1579,N,N,2.860,5.233,1.0,0.3,s15_t1.0_a0.3_010.gff
164,N,N,1.556,2.711,1.0,0.3,s15_t1.0_a0.3_011.gff
37,N,N,1.514,2.391,1.0,0.3,s15_t1.0_a0.3_012.gff
133,N,N,1.412,2.660,1.0,0.3,s15_t1.0_a0.3_013.gff
96,N,N,2.378,2.607,1.0,0.3,s15_t1.0_a0.3_014.gff
435,N,N,1.819,3.325,1.0,0.3,s15_t1.0_a0.3_015.gff
89,N,N,1.375,2.505,1.0,0.3,s15_t1.0_a0.3_016.gff
83,N,N,1.321,2.416,1.0,0.3,s15_t1.0_a0.3_017.gff
481,N,N,1.930,3.426,1.0,0.3,s15_t1.0_a0.3_018.gff
630,N,N,1.912,3.648,1.0,0.3,s15_t1.0_a0.3_019.gff
6,N,N,1.217,2.263,1.0,0.3,s15_t1.0_a0.3_020.gff
9,N,N,1.657,2.293,1.0,0.3,s15_t1.0_a0.3_021.gff
27,N,N,1.553,2.354,1.0,0.3,s15_t1.0_a0.3_022.gff
129,N,N,1.453,2.549,1.0,0.3,s15_t1.0_a0.3_023.gff
22,N,N,1.223,2.298,1.0,0.3,s15_t1.0_a0.3_024.gff
173,N,N,1.754,2.740,1.0,0.3,s15_t1.0_a0.3_025.gff
2221,N,N,4.255,5.919,1.0,0.3,s15_t1.0_a0.3_026.gff
156,N,N,1.615,2.733,1.0,0.3,s15_t1.0_a0.3_027.gff
322,N,N,1.767,3.116,1.0,0.3,s15_t1.0_a0.3_028.gff
195,N,N,2.022,2.736,1.0,0.3,s15_t1.0_a0.3_029.gff
18,N,N,1.403,2.330,1.0,0.3,s15_t1.0_a0.3_030.gff
252,N,N,1.670,2.972,1.0,0.3,s15_t1.0_a0.3_031.gff
22,N,N,1.342,2.350,1.0,0.3,s15_t1.0_a0.3_032.gff
912,N,N,2.198,3.924,1.0,0.3,s15_t1.0_a0.3_033.gff
60,N,N,1.285,2.386,1.0,0.3,s15_t1.0_a0.3_034.gff
873,N,N,2.276,3.808,1.0,0.3,s15_t1.0_a0.3_035.gff
5495,N,N,7.460,11.166,1.0,0.3,s15_t1.0_a0.3_036.gff
81,N,N,1.921,2.462,1.0,0.3,s15_t1.0_a0.3_037.gff
2331,N,N,3.394,6.927,1.0,0.3,s15_t1.0_a0.3_038.gff
21,N,N,1.208,2.286,1.0,0.3,s15_t1.0_a0.3_039.gff
582,N,N,1.829,3.489,1.0,0.3,s15_t1.0_a0.3_040.gff
471,N,N,1.751,3.362,1.0,0.3,s15_t1.0_a0.3_041.gff
141,N,N,1.394,2.588,1.0,0.3,s15_t1.0_a0.3_042.gff
390,N,N,1.679,3.163,1.0,0.3,s15_t1.0_a0.3_043.gff
165,N,N,1.449,2.672,1.0,0.3,s15_t1.0_a0.3_044.gff
130,N,N,1.453,2.678,1.0,0.3,s15_t1.0_a0.3_045.gff
332,N,N,1.696,3.114,1.0,0.3,s15_t1.0_a0.3_046.gff
134,N,N,1.424,2.663,1.0,0.3,s15_t1.0_a0.3_047.gff
38,N,N,1.275,2.365,1.0,0.3,s15_t1.0_a0.3_048.gff
303,N,N,1.627,2.984,1.0,0.3,s15_t1.0_a0.3_049.gff
167,N,N,1.570,2.701,1.0,0.3,s15_t1.0_a0.3_050.gff
30,N,N,1.267,2.352,1.0,0.3,s15_t1.0_a0.3_051.gff
485,N,N,1.773,3.296,1.0,0.3,s15_t1.0_a0.3_052.gff
89,N,N,1.472,2.471,1.0,0.3,s15_t1.0_a0.3_053.gff
375,N,N,1.819,3.096,1.0,0.3,s15_t1.0_a0.3_054.gff
192,N,N,1.595,2.731,1.0,0.3,s15_t1.0_a0.3_055.gff
413,N,N,1.746,3.118,1.0,0.3,s15_t1.0_a0.3_056.gff
1608,N,N,2.854,5.103,1.0,0.3,s15_t1.0_a0.3_057.gff
653,N,N,1.933,3.583,1.0,0.3,s15_t1.0_a0.3_058.gff
228,N,N,1.562,2.877,1.0,0.3,s15_t1.0_a0.3_059.gff
510,N,N,1.787,3.411,1.0,0.3,s15_t1.0_a0.3_060.gff
1490,N,N,3.538,5.331,1.0,0.3,s15_t1.0_a0.3_061.gff
56,N,N,2.135,2.426,1.0,0.3,s15_t1.0_a0.3_062.gff
83,N,N,1.542,2.575,1.0,0.3,s15_t1.0_a0.3_063.gff
739,N,N,1.931,3.702,1.0,0.3,s15_t1.0_a0.3_064.gff
180,N,N,2.158,2.759,1.0,0.3,s15_t1.0_a0.3_065.gff
1476,N,N,2.614,4.609,1.0,0.3,s15_t1.0_a0.3_066.gff
5,N,N,1.229,2.285,1.0,0.3,s15_t1.0_a0.3_067.gff
359,N,N,1.716,3.087,1.0,0.3,s15_t1.0_a0.3_068.gff
126,N,N,1.432,2.637,1.0,0.3,s15_t1.0_a0.3_069.gff
49,N,N,1.319,2.370,1.0,0.3,s15_t1.0_a0.3_070.gff
3506,N,N,4.667,8.182,1.0,0.3,s15_t1.0_a0.3_071.gff
35968,N,N,268.232,277.161,1.0,0.3,s15_t1.0_a0.3_072.gff
1397,N,N,2.774,5.337,1.0,0.3,s15_t1.0_a0.3_073.gff
194,N,N,1.717,2.735,1.0,0.3,s15_t1.0_a0.3_074.gff
736,N,N,2.099,3.713,1.0,0.3,s15_t1.0_a0.3_075.gff
70,N,N,1.295,2.376,1.0,0.3,s15_t1.0_a0.3_076.gff
1383,N,N,6.138,5.245,1.0,0.3,s15_t1.0_a0.3_077.gff
496,N,N,2.811,3.456,1.0,0.3,s15_t1.0_a0.3_078.gff
449,N,N,1.694,3.073,1.0,0.3,s15_t1.0_a0.3_079.gff
372,N,N,1.666,3.081,1.0,0.3,s15_t1.0_a0.3_080.gff
123,N,N,1.390,2.560,1.0,0.3,s15_t1.0_a0.3_081.gff
210,N,N,1.800,2.859,1.0,0.3,s15_t1.0_a0.3_082.gff
1049,N,N,2.212,4.526,1.0,0.3,s15_t1.0_a0.3_083.gff
60,N,N,1.301,2.371,1.0,0.3,s15_t1.0_a0.3_084.gff
258,N,N,1.705,2.897,1.0,0.3,s15_t1.0_a0.3_085.gff
79,N,N,2.090,2.463,1.0,0.3,s15_t1.0_a0.3_086.gff
34,N,N,1.394,2.359,1.0,0.3,s15_t1.0_a0.3_087.gff
50,N,N,1.277,2.381,1.0,0.3,s15_t1.0_a0.3_088.gff
68,N,N,1.599,2.447,1.0,0.3,s15_t1.0_a0.3_089.gff
337,N,N,2.075,3.059,1.0,0.3,s15_t1.0_a0.3_090.gff
42,N,N,1.591,2.328,1.0,0.3,s15_t1.0_a0.3_091.gff
389,N,N,1.689,3.137,1.0,0.3,s15_t1.0_a0.3_092.gff
1949,N,N,2.956,5.593,1.0,0.3,s15_t1.0_a0.3_093.gff
189,N,N,1.489,2.792,1.0,0.3,s15_t1.0_a0.3_094.gff
490,N,N,1.786,3.241,1.0,0.3,s15_t1.0_a0.3_095.gff
123,N,N,1.493,2.591,1.0,0.3,s15_t1.0_a0.3_096.gff
377,N,N,1.690,3.102,1.0,0.3,s15_t1.0_a0.3_097.gff
85,N,N,1.350,2.482,1.0,0.3,s15_t1.0_a0.3_098.gff
768,N,N,1.981,3.779,1.0,0.3,s15_t1.0_a0.3_099.gff
110,N,N,1.401,2.563,1.0,0.3,s15_t1.0_a0.3_100.gff
443,N,N,1.681,3.102,1.0,0.4,s15_t1.0_a0.4_001.gff
218,N,N,1.952,2.919,1.0,0.4,s15_t1.0_a0.4_002.gff
81,N,N,1.352,2.512,1.0,0.4,s15_t1.0_a0.4_003.gff
144,N,N,1.472,2.724,1.0,0.4,s15_t1.0_a0.4_004.gff
33,N,N,1.464,2.344,1.0,0.4,s15_t1.0_a0.4_005.gff
2764,N,N,4.152,7.982,1.0,0.4,s15_t1.0_a0.4_006.gff
51,N,N,1.275,2.389,1.0,0.4,s15_t1.0_a0.4_007.gff
45,N,N,1.298,2.390,1.0,0.4,s15_t1.0_a0.4_008.gff
1391,N,N,2.530,4.847,1.0,0.4,s15_t1.0_a0.4_009.gff
9,N,N,1.233,2.280,1.0,0.4,s15_t1.0_a0.4_010.gff
21,N,N,1.266,2.320,1.0,0.4,s15_t1.0_a0.4_011.gff
241,N,N,1.757,2.902,1.0,0.4,s15_t1.0_a0.4_012.gff
164,N,N,1.683,2.698,1.0,0.4,s15_t1.0_a0.4_013.gff
168,N,N,1.567,2.863,1.0,0.4,s15_t1.0_a0.4_014.gff
618,N,N,2.080,3.716,1.0,0.4,s15_t1.0_a0.4_015.gff
245,N,N,1.587,2.903,1.0,0.4,s15_t1.0_a0.4_016.gff
9,N,N,1.235,2.286,1.0,0.4,s15_t1.0_a0.4_017.gff
604,N,N,1.855,3.409,1.0,0.4,s15_t1.0_a0.4_018.gff
644,N,N,3.424,3.684,1.0,0.4,s15_t1.0_a0.4_019.gff
553,N,N,2.323,3.431,1.0,0.4,s15_t1.0_a0.4_020.gff
1663,N,N,3.399,5.796,1.0,0.4,s15_t1.0_a0.4_021.gff
67,N,N,1.334,2.455,1.0,0.4,s15_t1.0_a0.4_022.gff
118,N,N,1.393,2.575,1.0,0.4,s15_t1.0_a0.4_023.gff
303,N,N,1.650,3.036,1.0,0.4,s15_t1.0_a0.4_024.gff
222,N,N,1.535,2.828,1.0,0.4,s15_t1.0_a0.4_025.gff
105,N,N,1.362,2.499,1.0,0.4,s15_t1.0_a0.4_026.gff
764,N,N,2.084,4.210,1.0,0.4,s15_t1.0_a0.4_027.gff
89,N,N,1.724,2.442,1.0,0.4,s15_t1.0_a0.4_028.gff
183,N,N,1.696,2.739,1.0,0.4,s15_t1.0_a0.4_029.gff
16,N,N,1.252,2.316,1.0,0.4,s15_t1.0_a0.4_030.gff
745,N,N,2.090,3.751,1.0,0.4,s15_t1.0_a0.4_031.gff
28,N,N,1.234,2.291,1.0,0.4,s15_t1.0_a0.4_032.gff
1354,N,N,2.563,5.467,1.0,0.4,s15_t1.0_a0.4_033.gff
226,N,N,3.602,2.866,1.0,0.4,s15_t1.0_a0.4_034.gff
844,N,N,2.052,3.799,1.0,0.4,s15_t1.0_a0.4_035.gff
1157,N,N,2.388,5.052,1.0,0.4,s15_t1.0_a0.4_036.gff
4,N,N,1.223,2.255,1.0,0.4,s15_t1.0_a0.4_037.gff
151,N,N,1.850,2.624,1.0,0.4,s15_t1.0_a0.4_038.gff
234,N,N,1.497,2.788,1.0,0.4,s15_t1.0_a0.4_039.gff
27,N,N,1.250,2.318,1.0,0.4,s15_t1.0_a0.4_040.gff
261,N,N,1.619,2.920,1.0,0.4,s15_t1.0_a0.4_041.gff
270,N,N,1.654,2.936,1.0,0.4,s15_t1.0_a0.4_042.gff
20,N,N,1.254,2.337,1.0,0.4,s15_t1.0_a0.4_043.gff
386,N,N,1.668,3.098,1.0,0.4,s15_t1.0_a0.4_044.gff
