# Starting date:             2014-12-15 15:53:26
# Cluster job name:          fribourg.20t1200m2_2_of_5_2
# Cluster job ID:            181620
# Cluster node:              hnode37
# Cluster queue:             mpi.q
# Complementation algorithm: fribourg
# Data:                      20.04_of_10.tar.gz
# Memory limit (Java heap):  2G
# Timeout (CPU time):        1200s
states	t_out	m_out	real_t	tcpu_t	ucpu_t	scpu_t	dt	da	file
20888	N	N	78.364	85.517	84.928	0.589	1.6	0.4	s20_t1.6_a0.4_001.gff
38753	N	N	377.551	388.783	388.015	0.768	1.6	0.4	s20_t1.6_a0.4_002.gff
14831	N	N	35.487	40.616	40.098	0.518	1.6	0.4	s20_t1.6_a0.4_003.gff
17990	N	N	51.914	58.429	57.897	0.532	1.6	0.4	s20_t1.6_a0.4_004.gff
2331	N	N	4.133	6.985	6.662	0.323	1.6	0.4	s20_t1.6_a0.4_005.gff
5384	N	N	8.461	12.092	11.687	0.405	1.6	0.4	s20_t1.6_a0.4_006.gff
28118	N	N	159.838	168.162	167.507	0.655	1.6	0.4	s20_t1.6_a0.4_007.gff
5626	N	N	8.413	12.086	11.676	0.410	1.6	0.4	s20_t1.6_a0.4_008.gff
17178	N	N	46.993	53.649	53.148	0.501	1.6	0.4	s20_t1.6_a0.4_009.gff
40112	N	N	485.144	496.360	495.554	0.806	1.6	0.4	s20_t1.6_a0.4_010.gff
NA	Y	N	1204.786	1202.485	1201.385	1.100	1.6	0.4	s20_t1.6_a0.4_011.gff
15318	N	N	37.070	42.442	41.893	0.549	1.6	0.4	s20_t1.6_a0.4_012.gff
58315	N	N	1150.458	1164.941	1163.711	1.230	1.6	0.4	s20_t1.6_a0.4_013.gff
5110	N	N	7.762	11.925	11.508	0.417	1.6	0.4	s20_t1.6_a0.4_014.gff
16711	N	N	40.893	48.443	47.912	0.531	1.6	0.4	s20_t1.6_a0.4_015.gff
4449	N	N	7.133	12.050	11.646	0.404	1.6	0.4	s20_t1.6_a0.4_016.gff
12689	N	N	27.479	32.287	31.792	0.495	1.6	0.4	s20_t1.6_a0.4_017.gff
6429	N	N	9.846	13.827	13.424	0.403	1.6	0.4	s20_t1.6_a0.4_018.gff
8095	N	N	14.083	18.285	17.876	0.409	1.6	0.4	s20_t1.6_a0.4_019.gff
19557	N	N	61.730	68.525	67.959	0.566	1.6	0.4	s20_t1.6_a0.4_020.gff
12010	N	N	25.269	30.260	29.783	0.477	1.6	0.4	s20_t1.6_a0.4_021.gff
4115	N	N	6.223	10.776	10.391	0.385	1.6	0.4	s20_t1.6_a0.4_022.gff
5936	N	N	9.036	13.660	13.233	0.427	1.6	0.4	s20_t1.6_a0.4_023.gff
12451	N	N	27.167	31.729	31.246	0.483	1.6	0.4	s20_t1.6_a0.4_024.gff
16069	N	N	42.970	48.220	47.671	0.549	1.6	0.4	s20_t1.6_a0.4_025.gff
14315	N	N	33.585	39.045	38.523	0.522	1.6	0.4	s20_t1.6_a0.4_026.gff
15326	N	N	37.237	43.163	42.643	0.520	1.6	0.4	s20_t1.6_a0.4_027.gff
17509	N	N	50.387	58.437	57.823	0.614	1.6	0.4	s20_t1.6_a0.4_028.gff
33135	N	N	218.404	229.342	228.593	0.749	1.6	0.4	s20_t1.6_a0.4_029.gff
NA	Y	N	1204.256	1202.621	1201.471	1.150	1.6	0.4	s20_t1.6_a0.4_030.gff
39320	N	N	309.472	319.983	319.218	0.765	1.6	0.4	s20_t1.6_a0.4_031.gff
28151	N	N	118.105	127.017	126.362	0.655	1.6	0.4	s20_t1.6_a0.4_032.gff
12263	N	N	25.241	30.369	29.896	0.473	1.6	0.4	s20_t1.6_a0.4_033.gff
10188	N	N	19.073	23.516	23.076	0.440	1.6	0.4	s20_t1.6_a0.4_034.gff
13906	N	N	31.869	37.087	36.622	0.465	1.6	0.4	s20_t1.6_a0.4_035.gff
2937	N	N	4.531	8.263	7.920	0.343	1.6	0.4	s20_t1.6_a0.4_036.gff
